,stars,contributors,open_issues,closed_issues,commits,defect_proneness,topics,releases_count,project_name,useful_lines_of_code_(uloc),duplicate_uloc,classes,files,architecture_type,core,core_size,central_size,propagation_cost,percent_files_overly_complex,useful_comment_density,percent_duplicate_uloc,log_stars,log_uloc,log_commits,log_contributors,log_open_issues,log_closed_issues,log_classes,log_files,overall_score,architecture_score,clarity_score,complexity_score,explanation,benchmark_selection,benchmark_count,overall_score_no_topics,architecture_score_no_topics,clarity_score_no_topics,complexity_score_no_topics,explanation_no_topics,benchmark_selection_no_topics,benchmark_count_no_topics
147,18484,23,219,1275,1734,34.65974625144175,"['lerna', 'monorepo', 'npm', 'package', 'publishing']",164,lerna/lerna,17004,744,27.0,343,Hierarchical,False,0.0,0.0,0.292,0.0,8.9,4.37544107268878,14.173989374166535,14.053586543639176,10.759888183221834,4.523561956057013,7.774787059601174,10.31628153174622,4.754887502163468,8.422064766172813,3.36,1.75,0.3,1.31,"{'useful_comment_density': 'useful_comment_density percentile: 29.655172413793103(+0.296551724137931)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 46.206896551724135(+0.5379310344827587)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 22.75862068965517(+0.7724137931034483)', 'propagation_cost': 'propagation_cost percentile: 6.206896551724138(+0.9379310344827586)', 'core_size': 'core_size percentile: 18.96551724137931(+0.810344827586207)'}",LOC,145,3.36,1.75,0.3,1.31,"{'useful_comment_density': 'useful_comment_density percentile: 29.655172413793103(+0.296551724137931)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 46.206896551724135(+0.5379310344827587)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 22.75862068965517(+0.7724137931034483)', 'propagation_cost': 'propagation_cost percentile: 6.206896551724138(+0.9379310344827586)', 'core_size': 'core_size percentile: 18.96551724137931(+0.810344827586207)'}",LOC,145
126,18433,24,359,1238,2313,33.549502810203194,"['mpvue', 'vue', 'wxmp', 'weapp', 'mini']",20,Meituan-Dianping/mpvue,85838,76398,52.0,462,Hierarchical,False,0.9,63.9,0.674,0.2,13.6,89.00253966774622,14.170003270534473,16.38932884166793,11.175549550636191,4.584962500721156,8.487840033823051,10.273795599214264,5.700439718141092,8.851749041416058,1.27,0.56,0.42,0.29,"{'useful_comment_density': 'useful_comment_density percentile: 42.25352112676056(+0.4225352112676056)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 76.7605633802817(+0.23239436619718304)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 94.36619718309859(+0.05633802816901408)', 'propagation_cost': 'propagation_cost percentile: 70.4225352112676(+0.295774647887324)', 'core_size': 'core_size percentile: 73.2394366197183(+0.26760563380281693)'}",LOC,71,1.27,0.56,0.42,0.29,"{'useful_comment_density': 'useful_comment_density percentile: 42.25352112676056(+0.4225352112676056)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 76.7605633802817(+0.23239436619718304)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 94.36619718309859(+0.05633802816901408)', 'propagation_cost': 'propagation_cost percentile: 70.4225352112676(+0.295774647887324)', 'core_size': 'core_size percentile: 73.2394366197183(+0.26760563380281693)'}",LOC,71
119,18356,39,306,3178,6439,36.88460941139928,[],134,codemirror/CodeMirror,52937,4114,45.0,552,Core-Periphery,True,8.9,43.3,2.531,0.5,9.5,7.771501974044619,14.163964091412273,15.691988817530492,12.652620934638165,5.285402218862249,8.257387842692651,11.63390340934852,5.491853096329675,9.108524456778168,1.33,0.14,0.3,0.89,"{'useful_comment_density': 'useful_comment_density percentile: 29.545454545454547(+0.29545454545454547)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 89.77272727272727(+0.10227272727272733)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 21.59090909090909(+0.7840909090909091)', 'propagation_cost': 'propagation_cost percentile: 87.5(+0.125)', 'core_size': 'core_size percentile: 98.86363636363636(+0.011363636363636402)'}",LOC,88,1.33,0.14,0.3,0.89,"{'useful_comment_density': 'useful_comment_density percentile: 29.545454545454547(+0.29545454545454547)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 89.77272727272727(+0.10227272727272733)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 21.59090909090909(+0.7840909090909091)', 'propagation_cost': 'propagation_cost percentile: 87.5(+0.125)', 'core_size': 'core_size percentile: 98.86363636363636(+0.011363636363636402)'}",LOC,88
115,18333,310,274,2099,3138,30.91140854047164,"['mocha', 'javascript', 'testing', 'tdd', 'bdd', 'browser', 'nodejs', 'mochajs', 'node', 'test', 'test-framework', 'testing-tools']",155,mochajs/mocha,15597,1554,15.0,298,Hierarchical,False,0.7,0.7,0.33799999999999997,0.0,16.5,9.963454510482785,14.1621552664082,13.928980940602482,11.615629636968098,8.276124405274238,8.098032082960527,11.035486451292154,3.9068905956085187,8.219168520462162,3.03,1.39,0.6,1.04,"{'useful_comment_density': 'useful_comment_density percentile: 60.256410256410255(+0.6025641025641025)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 46.15384615384615(+0.5384615384615384)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 50.0(+0.5)', 'propagation_cost': 'propagation_cost percentile: 12.820512820512821(+0.8717948717948718)', 'core_size': 'core_size percentile: 47.756410256410255(+0.5224358974358975)'}",LOC,156,3.03,1.39,0.6,1.04,"{'useful_comment_density': 'useful_comment_density percentile: 60.256410256410255(+0.6025641025641025)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 46.15384615384615(+0.5384615384615384)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 50.0(+0.5)', 'propagation_cost': 'propagation_cost percentile: 12.820512820512821(+0.8717948717948718)', 'core_size': 'core_size percentile: 47.756410256410255(+0.5224358974358975)'}",LOC,156
156,18098,34,50,447,712,25.280898876404496,"['github', 'chrome', 'firefox', 'opera', 'safari', 'browser-extension']",32,ovity/octotree,2903,0,18.0,25,Hierarchical,False,0.0,0.0,4.0,0.0,19.3,0.0,14.143542654233215,11.503328856626661,9.475733430966399,5.087462841250339,5.643856189774724,8.804131021183318,4.169925001442312,4.643856189774724,3.37,1.13,0.8,1.44,"{'useful_comment_density': 'useful_comment_density percentile: 79.82456140350877(+0.7982456140350876)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 50.43859649122807(+0.49561403508771934)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 5.2631578947368425(+0.9473684210526315)', 'propagation_cost': 'propagation_cost percentile: 54.3859649122807(+0.456140350877193)', 'core_size': 'core_size percentile: 32.45614035087719(+0.6754385964912281)'}",LOC,114,3.37,1.13,0.8,1.44,"{'useful_comment_density': 'useful_comment_density percentile: 79.82456140350877(+0.7982456140350876)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 50.43859649122807(+0.49561403508771934)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 5.2631578947368425(+0.9473684210526315)', 'propagation_cost': 'propagation_cost percentile: 54.3859649122807(+0.456140350877193)', 'core_size': 'core_size percentile: 32.45614035087719(+0.6754385964912281)'}",LOC,114
116,17934,6,3,438,931,17.185821697099893,"['reveal', 'animation', 'scroll', 'javascript', 'css', 'transition', 'transform', 'scrollreveal', 'unpkg']",75,scrollreveal/scrollreveal,2745,2002,1.0,47,Hierarchical,False,0.0,25.5,9.371,0.0,10.0,72.93260473588342,14.13040968239925,11.42259043389256,9.862637357558794,2.584962500721156,1.584962500721156,8.774787059601174,0.0,5.554588851677638,1.76,0.77,0.49,0.5,"{'useful_comment_density': 'useful_comment_density percentile: 48.67256637168141(+0.48672566371681414)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 50.442477876106196(+0.49557522123893805)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 99.11504424778761(+0.008849557522123916)', 'propagation_cost': 'propagation_cost percentile: 89.38053097345133(+0.10619469026548671)', 'core_size': 'core_size percentile: 33.1858407079646(+0.668141592920354)'}",LOC,113,1.76,0.77,0.49,0.5,"{'useful_comment_density': 'useful_comment_density percentile: 48.67256637168141(+0.48672566371681414)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 50.442477876106196(+0.49557522123893805)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 99.11504424778761(+0.008849557522123916)', 'propagation_cost': 'propagation_cost percentile: 89.38053097345133(+0.10619469026548671)', 'core_size': 'core_size percentile: 33.1858407079646(+0.668141592920354)'}",LOC,113
136,17834,62,10,928,677,21.71344165435746,"['react', 'redux']",94,reduxjs/react-redux,3107,438,113.0,37,Borderline Core-Periphery,True,5.4,62.2,10.738,0.0,5.7,14.097199871258448,14.122342701858912,11.60130652612184,9.403012023574997,5.954196310386875,3.321928094887362,9.857980995127573,6.820178962415188,5.20945336562895,1.23,0.19,0.27,0.77,"{'useful_comment_density': 'useful_comment_density percentile: 27.272727272727273(+0.2727272727272727)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 50.413223140495866(+0.49586776859504134)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 72.72727272727273(+0.27272727272727265)', 'propagation_cost': 'propagation_cost percentile: 94.21487603305785(+0.05785123966942152)', 'core_size': 'core_size percentile: 86.77685950413223(+0.13223140495867766)'}",LOC,121,1.23,0.19,0.27,0.77,"{'useful_comment_density': 'useful_comment_density percentile: 27.272727272727273(+0.2727272727272727)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 50.413223140495866(+0.49586776859504134)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 72.72727272727273(+0.27272727272727265)', 'propagation_cost': 'propagation_cost percentile: 94.21487603305785(+0.05785123966942152)', 'core_size': 'core_size percentile: 86.77685950413223(+0.13223140495867766)'}",LOC,121
125,17823,163,166,1326,1657,34.761617380808694,"['enzyme', 'react', 'mocha', 'react-components', 'ava', 'jest', 'chai', 'assertion-library', 'traversal', 'test-runners', 'test', 'testing', 'assertions']",254,airbnb/enzyme,5391,2563,20.0,60,Hierarchical,False,3.3,43.3,4.0280000000000005,0.0,20.7,47.54219996290113,14.121452573920317,12.396337194231098,10.694357887221452,7.348728154231077,7.3750394313469245,10.372865060112588,4.321928094887363,5.906890595608519,2.01,0.63,0.79,0.59,"{'useful_comment_density': 'useful_comment_density percentile: 78.84615384615384(+0.7884615384615384)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 50.96153846153846(+0.4903846153846154)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 90.38461538461539(+0.09615384615384613)', 'propagation_cost': 'propagation_cost percentile: 67.3076923076923(+0.3269230769230769)', 'core_size': 'core_size percentile: 69.23076923076923(+0.3076923076923077)'}","TOPIC ['enzyme', 'react', 'mocha', 'react-components', 'ava', 'jest', 'chai', 'assertion-library', 'traversal', 'test-runners', 'test', 'testing', 'assertions']",52,1.92,0.6,0.75,0.57,"{'useful_comment_density': 'useful_comment_density percentile: 74.6268656716418(+0.746268656716418)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 49.62686567164179(+0.5037313432835822)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 93.28358208955224(+0.0671641791044776)', 'propagation_cost': 'propagation_cost percentile: 66.41791044776119(+0.33582089552238814)', 'core_size': 'core_size percentile: 73.13432835820896(+0.2686567164179104)'}",LOC,134
130,17694,25,333,5848,3268,24.44920440636475,"['audit', 'best-practices', 'performance-metrics', 'pwa', 'web', 'performance-analysis', 'developer-tools', 'chrome-devtools']",75,GoogleChrome/lighthouse,41083,1663,308.0,643,Hierarchical,False,0.0,3.4,0.159,0.0,20.9,4.047903025582357,14.110972607782893,15.326253914834918,11.674192268145683,4.643856189774724,8.379378367071261,12.513727595952437,8.266786540694902,9.328674927327947,3.88,1.74,0.64,1.5,"{'useful_comment_density': 'useful_comment_density percentile: 64.15094339622641(+0.6415094339622641)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 40.56603773584906(+0.5943396226415094)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 9.433962264150944(+0.9056603773584905)', 'propagation_cost': 'propagation_cost percentile: 7.547169811320755(+0.9245283018867925)', 'core_size': 'core_size percentile: 18.39622641509434(+0.8160377358490567)'}",LOC,106,3.88,1.74,0.64,1.5,"{'useful_comment_density': 'useful_comment_density percentile: 64.15094339622641(+0.6415094339622641)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 40.56603773584906(+0.5943396226415094)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 9.433962264150944(+0.9056603773584905)', 'propagation_cost': 'propagation_cost percentile: 7.547169811320755(+0.9245283018867925)', 'core_size': 'core_size percentile: 18.39622641509434(+0.8160377358490567)'}",LOC,106
122,17644,93,133,1051,987,30.091185410334354,"['electron', 'headless-chrome', 'browser', 'phantomjs', 'chrome']",88,segmentio/nightmare,3345,328,9.0,40,Core-Periphery,True,7.5,17.5,3.25,0.0,12.0,9.805680119581465,14.106890045092218,11.707790495528823,9.946906274456397,6.539158811108031,7.05528243550119,10.037546953962178,3.169925001442312,5.321928094887363,2.04,0.63,0.54,0.87,"{'useful_comment_density': 'useful_comment_density percentile: 53.65853658536585(+0.5365853658536586)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 50.0(+0.5)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 62.60162601626016(+0.37398373983739835)', 'propagation_cost': 'propagation_cost percentile: 44.71544715447155(+0.5528455284552846)', 'core_size': 'core_size percentile: 92.6829268292683(+0.07317073170731703)'}",LOC,123,2.04,0.63,0.54,0.87,"{'useful_comment_density': 'useful_comment_density percentile: 53.65853658536585(+0.5365853658536586)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 50.0(+0.5)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 62.60162601626016(+0.37398373983739835)', 'propagation_cost': 'propagation_cost percentile: 44.71544715447155(+0.5528455284552846)', 'core_size': 'core_size percentile: 92.6829268292683(+0.07317073170731703)'}",LOC,123
