name,owner,url,version,creation date,stars,watches,forks,contributors,languages,open issues,closed issues,commits,defect_proneness,last year commit #,description,topics,releases_count,Project Name,Useful Lines of Code (ULOC),Software Lines of Code (SLOC),Duplicate Useful Lines of Code,Classes,Files,Architecture Type,Core,Core Size,Central Size,Propagation Cost,Overly Complex Files,Useful Comment Density
luxon,moment,https://github.com/moment/luxon,2019-08-28T04:27:26Z,2015-11-30T12:48:48Z,8565,109,355,3,JavaScript,25,362,767,23.46805736636245,173,⏱ A library for working with dates and times in JS,"['intl', 'timezones', 'dates', 'times', 'datetime']",73,moment/luxon,9011,10867,458,24,94,Core-Periphery,True,7.4,52.1,16.897,0.0,20.1
brain,harthur,https://github.com/harthur/brain,2018-02-25T00:12:31Z,2010-05-10T06:36:21Z,8069,410,962,15,JavaScript,17,29,151,19.205298013245034,0,[UNMAINTAINED] Simple feed-forward neural network in JavaScript,[],0,harthur/brain,884,1066,22,3,15,Hierarchical,False,0,0.0,6.667,0.0,6.4
ng-file-upload,danialfarid,https://github.com/danialfarid/ng-file-upload,2019-05-07T13:48:54Z,2013-07-23T23:29:18Z,8028,292,1694,102,JavaScript,285,1609,1159,31.492666091458155,1,Lightweight Angular directive to upload files with optional FileAPI shim for cross browser support,[],226,danialfarid/ng-file-upload,18972,24267,7898,23,45,Borderline Core-Periphery,True,4.4,17.8,2.765,0.0,8.7
nuclide,facebookarchive,https://github.com/facebookarchive/nuclide,2018-12-12T18:00:31Z,2015-03-02T05:25:27Z,7987,307,749,61,JavaScript,387,905,15238,31.631447696548104,988,"An open IDE for web and native mobile development, built on top of Atom ",[],234,facebookarchive/nuclide,97357,154956,13709,848,2952,Hierarchical,False,0.1,31.7,0.049,0.0,24.7
Fuse,krisk,https://github.com/krisk/Fuse,2019-08-22T20:38:34Z,2012-05-28T04:31:06Z,9022,140,501,24,JavaScript,120,110,290,25.517241379310345,48,"Lightweight fuzzy-search, in JavaScript","['javascript', 'lightweight-fuzzy-search', 'weighted-search', 'bitap']",40,krisk/Fuse,1367,1702,130,4,20,Hierarchical,False,0,20.0,6.000,0.0,7.0
graphiql,graphql,https://github.com/graphql/graphiql,2019-08-25T17:37:39Z,2015-08-11T02:56:22Z,9035,210,873,46,JavaScript,128,266,1053,20.22792022792023,159,An in-browser IDE for exploring GraphQL.,"['graphql', 'graphiql']",109,graphql/graphiql,13829,17139,1219,37,61,Hierarchical,False,3.3,55.7,4.542,0.0,29.6
netlify-cms,netlify,https://github.com/netlify/netlify-cms,2019-08-28T02:42:30Z,2015-01-20T05:47:47Z,9391,248,1315,27,JavaScript,465,858,2122,27.14420358152686,413,A CMS for Static Site Generators,"['cms', 'jamstack', 'react', 'static', 'javascript', 'npm-package', 'git', 'github']",737,netlify/netlify-cms,19717,23457,483,84,337,Hierarchical,False,1.5,54.0,0.814,0.0,6.9
fine-uploader,FineUploader,https://github.com/FineUploader/fine-uploader,2018-11-19T00:49:27Z,2010-06-19T07:36:13Z,8041,365,1866,71,JavaScript,116,1576,3645,29.574759945130314,7,"Multiple file upload plugin with image previews, drag and drop, progress bars. S3 and Azure support, image scaling, form support, chunking, resume, pause, and tons of other features.","['fineuploader', 'javascript', 'web-development', 'files', 'vanilla-javascript', 'vanilla-js', 'standalone', 'api', 'file-upload', 'javascript-library', 'dropzone']",111,FineUploader/fine-uploader,29454,36604,2031,50,170,Hierarchical,False,0,2.9,0.599,0.0,23.5
vant,youzan,https://github.com/youzan/vant,2019-08-28T12:58:51Z,2017-04-19T07:55:31Z,10209,292,3261,15,JavaScript,19,2503,2819,25.75381340901029,0,Lightweight Mobile UI Components built on Vue,"['vue', 'mobile', 'components']",198,youzan/vant,16464,18821,240,65,262,Hierarchical,False,1.1,50.4,1.635,0.0,1.7
webpack-demos,ruanyf,https://github.com/ruanyf/webpack-demos,2019-06-29T02:09:49Z,2015-08-14T03:15:35Z,8491,397,2123,13,JavaScript,0,61,123,21.951219512195124,2,a collection of simple demos of Webpack,[],0,ruanyf/webpack-demos,38268,48584,52926,70,69,Hierarchical,False,0,46.4,1.848,0.0,33.0
uBlock,uBlock-LLC,https://github.com/uBlock-LLC/uBlock,2019-08-26T08:39:27Z,2014-06-22T23:54:34Z,7977,218,467,44,JavaScript,354,1273,2752,24.418604651162788,36,"uBlock: a fast, lightweight, and lean blocker for Chrome, Firefox, and Safari.","['ublock', 'blocker', 'chrome', 'safari', 'safari-extension', 'extension', 'adblock', 'firefox', 'javascript']",119,uBlock-LLC/uBlock,13432,17675,214,53,89,Hierarchical,False,2.2,55.1,2.664,0.0,24.8
typed.js,mattboldt,https://github.com/mattboldt/typed.js,2019-07-28T00:16:44Z,2013-05-25T22:17:44Z,8596,185,1234,23,JavaScript,42,265,290,26.551724137931032,7,A JavaScript Typing Animation Library,[],21,mattboldt/typed.js,1127,1520,432,4,21,Core-Periphery,True,9.5,52.4,7.710,0.0,46.2
redux-persist,rt2zz,https://github.com/rt2zz/redux-persist,2019-08-19T05:05:23Z,2015-07-23T04:43:58Z,8752,80,607,27,JavaScript,291,454,729,20.438957475994513,46,persist and rehydrate a redux store,"['persistor', 'storage', 'redux', 'redux-middleware']",118,rt2zz/redux-persist,688,971,52,1,51,Hierarchical,False,0,45.1,3.230,0.0,26.0
react-router-redux,reactjs,https://github.com/reactjs/react-router-redux,2018-10-26T15:42:15Z,2015-11-05T18:59:42Z,7942,163,714,59,JavaScript,1,471,392,19.387755102040817,1,Ruthlessly simple bindings to keep react-router and redux in sync,[],22,reactjs/react-router-redux,752,931,20,,32,Core-Periphery,True,6.2,71.9,5.664,0.0,9.0
traceur-compiler,google,https://github.com/google/traceur-compiler,2018-05-28T04:37:54Z,2013-03-27T18:05:40Z,7988,312,597,37,JavaScript,292,797,1730,59.9421965317919,0,Traceur is a JavaScript.next-to-JavaScript-of-today compiler,[],70,google/traceur-compiler,71254,84542,4104,469,1512,Hierarchical,False,0.7,52.2,0.448,0.1,13.8
NeteaseCloudMusicApi,Binaryify,https://github.com/Binaryify/NeteaseCloudMusicApi,2019-08-25T09:05:39Z,2016-06-22T11:58:03Z,11348,247,2160,21,JavaScript,9,499,457,8.096280087527353,138,网易云音乐 Node.js API service,"['javascript', 'api', 'neteasecloud', 'cloudmusic', 'nodejs', 'apis']",65,Binaryify/NeteaseCloudMusicApi,1226,1643,22,,125,Hierarchical,False,0,0.0,0.800,0.0,28.9
imagesloaded,desandro,https://github.com/desandro/imagesloaded,2019-08-20T21:06:31Z,2011-08-25T17:28:58Z,8050,260,1176,21,JavaScript,19,201,246,20.73170731707317,0,":camera: JavaScript is all like ""You images done yet or what?""",[],37,desandro/imagesloaded,741,973,32,9,21,Hierarchical,False,0,71.4,8.617,0.0,23.9
push.js,Nickersoft,https://github.com/Nickersoft/push.js,2019-08-28T12:20:43Z,2015-07-20T01:46:04Z,7996,174,503,8,JavaScript,17,120,201,15.422885572139302,11,The world's most versatile desktop notifications framework :earth_americas:,"['notifications', 'notification-api', 'javascript', 'javascript-library', 'push-notifications', 'push']",24,Nickersoft/push.js,1056,1466,0,2,23,Hierarchical,False,0,56.5,7.183,0.0,36.6
muuri,haltu,https://github.com/haltu/muuri,2019-08-25T11:11:08Z,2015-12-21T07:00:44Z,8184,184,487,6,JavaScript,42,272,319,24.137931034482758,62,"Responsive, sortable, filterable and draggable grid layouts","['grid', 'layout', 'sorting', 'drag-and-drop', 'filter', 'bin-packing']",17,haltu/muuri,8791,10518,10069,36,123,Hierarchical,False,1.6,30.9,2.188,1.6,34.9
istanbul,gotwarlost,https://github.com/gotwarlost/istanbul,2019-07-22T17:23:00Z,2012-09-12T06:36:32Z,8026,138,771,88,JavaScript,340,337,572,20.454545454545457,0,"Yet another JS code coverage tool that computes statement, line, function and branch coverage with module loader hooks to transparently add coverage when running tests. Supports all JS coverage use cases including unit tests, server side functional tests and browser tests. Built for scale.",[],58,gotwarlost/istanbul,10067,11518,1025,26,176,Hierarchical,False,0,0.0,0.568,0.0,12.2
gekko,askmike,https://github.com/askmike/gekko,2019-08-26T22:52:15Z,2013-05-12T22:52:01Z,8491,657,3055,49,JavaScript,30,2022,2589,29.934337582078026,115,A bitcoin trading bot written in node - https://gekko.wizb.it/,"['gekko', 'trading-bot', 'trading-strategies', 'bitcoin', 'exchange']",17,askmike/gekko,15837,19172,428,239,228,Hierarchical,False,2.6,14.9,0.652,0.0,14.4
nock,nock,https://github.com/nock/nock,2019-08-27T22:40:25Z,2011-09-22T10:08:03Z,8409,91,615,164,JavaScript,30,765,1602,27.52808988764045,306,HTTP server mocking and expectations library for Node.js,"['http', 'mock', 'nock', 'node', 'javascript']",301,nock/nock,8482,10553,740,7,65,Hierarchical,False,0,0.0,1.538,0.0,7.9
wechat-app-mall,EastWorld,https://github.com/EastWorld/wechat-app-mall,2019-08-28T01:47:11Z,2017-03-30T09:16:15Z,9521,725,3537,12,JavaScript,0,131,278,18.345323741007196,105,微信小程序商城，微信小程序微店,[],17,EastWorld/wechat-app-mall,6699,8288,316,9,44,Hierarchical,False,0,20.5,2.531,0.0,18.0
core-js,zloirock,https://github.com/zloirock/core-js,2019-08-30T14:51:16Z,2013-07-17T16:32:27Z,9896,189,628,38,JavaScript,31,457,2160,26.666666666666668,433,Standard Library,"['proposal', 'polyfill', 'shim', 'es6', 'promise', 'weakmap', 'es7', 'es2015', 'esnext', 'symbol', 'ponyfill', 'es2019', 'javascript', 'js']",146,zloirock/core-js,41856,46048,9799,31,2176,Hierarchical,False,0.1,23.3,0.063,0.0,6.2
node-mongodb-native,mongodb,https://github.com/mongodb/node-mongodb-native,2019-08-28T17:40:26Z,2010-01-07T12:50:50Z,8106,295,1510,270,JavaScript,0,0,5018,38.16261458748505,258,Mongo DB Native NodeJS Driver,[],319,mongodb/node-mongodb-native,54186,74724,14833,95,303,Hierarchical,False,0,0.7,0.331,0.0,33.3
vis,almende,https://github.com/almende/vis,2019-07-28T18:48:52Z,2013-04-16T08:01:02Z,8007,7,1568,89,JavaScript,760,2618,3151,34.71913678197397,1,⚠️ This project is not maintained anymore! Please go to https://github.com/visjs,[],82,almende/vis,76368,93996,34804,286,417,Hierarchical,False,2.2,51.1,0.524,0.0,27.0
web3.js,ethereum,https://github.com/ethereum/web3.js,2019-08-28T05:35:52Z,2014-09-30T20:50:37Z,8258,400,2601,75,JavaScript,169,1663,3957,28.304270912307306,2146,Ethereum JavaScript API,"['ethereum', 'javascript', 'api', 'swarm', 'whisper']",92,ethereum/web3.js,29998,37415,6619,218,509,Hierarchical,False,3.9,61.9,0.773,0.0,28.7
jQuery-menu-aim,kamens,https://github.com/kamens/jQuery-menu-aim,2018-11-01T09:37:40Z,2013-03-03T02:50:35Z,7749,405,1140,1,JavaScript,44,17,32,15.625,0,jQuery plugin to fire events when user's cursor aims at particular dropdown menu items. For making responsive mega dropdowns like Amazon's.,[],0,kamens/jQuery-menu-aim,79,1592,152,27,9,Core-Periphery,True,22.2,55.6,19.753,0.0,363.3
truffle,trufflesuite,https://github.com/trufflesuite/truffle,2019-08-28T19:50:50Z,2015-06-29T19:46:53Z,8193,327,1250,106,JavaScript,231,1252,5582,21.44392690791831,2368,A tool for developing smart contracts. Crafted with the finest cacaos.,"['truffle', 'ethereum', 'framework', 'blockchain', 'solidity', 'smart-contracts', 'smart-contract-tools', 'javascript']",863,trufflesuite/truffle,24494,30292,891,45,387,Hierarchical,False,2.3,20.4,0.456,0.0,13.3
seajs,seajs,https://github.com/seajs/seajs,2018-09-04T11:01:17Z,2010-12-29T15:02:37Z,7849,849,2668,43,JavaScript,151,1494,2520,16.626984126984127,1,A Module Loader for the Web,[],25,seajs/seajs,174372,178015,168517,9,342,Hierarchical,False,2.0,18.7,0.410,0.0,4.7
jupyterlab,jupyterlab,https://github.com/jupyterlab/jupyterlab,2019-08-28T18:00:33Z,2016-06-03T20:09:17Z,8660,345,1310,170,JavaScript,1143,2761,14522,19.90084010466878,2894,JupyterLab computational environment.,['jupyterlab'],6532,jupyterlab/jupyterlab,152178,184451,22287,755,602,Hierarchical,False,1.7,60.8,1.256,0.0,19.6
slideout,Mango,https://github.com/Mango/slideout,2019-06-21T09:58:54Z,2015-02-02T01:05:43Z,7782,255,1234,16,JavaScript,53,172,155,18.70967741935484,0,A touch slideout navigation menu for your mobile web apps.,"['slideout-menu', 'touch-events', 'sidebar', 'offcanvas', 'menu-navigation']",15,Mango/slideout,549,750,740,5,9,Core-Periphery,True,33.3,55.6,27.160,0.0,24.2
shields,badges,https://github.com/badges/shields,2019-08-28T00:55:18Z,2013-01-30T07:41:54Z,8939,111,2104,145,JavaScript,209,1165,2822,25.124025513819987,1323,"Concise, consistent, and legible badges in SVG and raster format","['badge', 'github', 'svg', 'status', 'metadata']",6,badges/shields,38721,47364,1703,417,804,Hierarchical,False,0.2,6.3,0.164,0.0,4.4
etherpad-lite,ether,https://github.com/ether/etherpad-lite,2019-08-25T22:18:17Z,2011-03-26T13:09:02Z,8083,361,1712,215,JavaScript,310,1866,5346,28.93752338196783,240,Etherpad: Really real-time collaborative document editing,"['etherpad', 'collaboration', 'web-editor']",43,ether/etherpad-lite,30985,41907,1248,42,225,Hierarchical,False,0.9,17.3,0.514,0.0,25.8
tracking.js,eduardolundgren,https://github.com/eduardolundgren/tracking.js,2019-08-16T19:32:12Z,2012-06-18T04:39:34Z,8091,318,1266,15,JavaScript,190,89,360,13.61111111111111,0,A modern approach for Computer Vision on the web,[],6,eduardolundgren/tracking.js,84201,99588,24244,6,69,Hierarchical,False,0,47.8,2.752,0.0,2.2
evergreen,segmentio,https://github.com/segmentio/evergreen,2019-08-28T17:38:29Z,2017-07-30T10:03:14Z,8463,118,405,8,JavaScript,63,170,470,24.25531914893617,0,🌲 Evergreen React UI Framework by Segment,"['design-systems', 'react', 'segment', 'ui', 'ui-components']",103,segmentio/evergreen,17079,19919,1150,145,358,Hierarchical,False,0.6,25.7,1.351,0.0,9.3
cash,dthree,https://github.com/dthree/cash,2017-10-17T22:01:18Z,2016-02-22T16:34:24Z,7643,147,227,21,JavaScript,35,39,175,18.857142857142858,0,Cross-platform Linux commands in ES6,[],0,dthree/cash,9981,12103,688,6,311,Hierarchical,False,0,0.0,0.322,0.0,16.5
Google-Play-Music-Desktop-Player-UNOFFICIAL-,MarshallOfSound,https://github.com/MarshallOfSound/Google-Play-Music-Desktop-Player-UNOFFICIAL-,2019-08-26T13:42:00Z,2015-07-31T14:05:23Z,7939,288,774,22,JavaScript,138,2773,1390,35.46762589928058,38,A beautiful cross platform Desktop Player for Google Play Music,"['electron', 'music', 'player', 'cross-platform', 'google-play-music']",57,MarshallOfSound/Google-Play-Music-Desktop-Player-UNOFFICIAL-,8821,10921,90,54,206,Hierarchical,False,1.5,58.7,1.331,0.0,5.1
pickadate.js,amsul,https://github.com/amsul/pickadate.js,2019-07-08T16:40:04Z,2012-11-16T01:36:42Z,7639,236,1029,69,JavaScript,270,658,811,37.23797780517879,19,"The mobile-friendly, responsive, and lightweight jQuery date & time input picker.","['picker', 'date', 'time', 'calendar']",46,amsul/pickadate.js,4443,5502,340,6,126,Hierarchical,False,0,7.9,0.869,0.0,23.5
AndroidInterview-Q-A,JackyAndroid,https://github.com/JackyAndroid/AndroidInterview-Q-A,2019-05-21T03:26:12Z,2016-07-18T05:01:01Z,7654,575,1796,2,JavaScript,1,15,173,14.450867052023122,9,The top Internet companies android interview questions and answers,"['android', 'interview-questions', 'interview']",0,JackyAndroid/AndroidInterview-Q-A,985,1177,28,12,170,Hierarchical,False,0,0.0,0.588,0.0,3.4
node-red,node-red,https://github.com/node-red/node-red,2019-08-28T15:56:04Z,2013-09-05T13:30:47Z,8292,520,1839,56,JavaScript,144,1225,4452,30.076370170709794,510,A visual tool for wiring the Internet of Things,"['node-red', 'javascript', 'low-code']",85,node-red/node-red,73084,92387,7629,164,578,Hierarchical,False,0,0.5,0.174,0.0,6.3
openmct,nasa,https://github.com/nasa/openmct,2019-08-27T16:27:06Z,2015-06-02T18:40:28Z,7777,281,729,41,JavaScript,317,1087,5415,26.611265004616808,13,A web based mission control framework. ,[],34,nasa/openmct,51945,65873,2114,344,1073,Hierarchical,False,0,0.0,0.093,0.0,21.1
react-native-swiper,leecade,https://github.com/leecade/react-native-swiper,2019-08-29T05:34:27Z,2015-04-20T15:22:55Z,8078,157,1865,52,JavaScript,513,258,309,29.773462783171524,33,The best Swiper component for React Native.,"['swipe', 'react-native', 'react']",24,leecade/react-native-swiper,1081,1235,44,8,19,Core-Periphery,True,10.5,42.1,8.587,0.0,12.1
critical,addyosmani,https://github.com/addyosmani/critical,2019-08-26T06:22:55Z,2014-06-28T09:31:42Z,7946,137,299,15,JavaScript,26,234,523,23.518164435946463,109,Extract & Inline Critical-path CSS in HTML pages,"['css', 'critical-css', 'critical-path-css', 'critical-path-styles', 'inline-css', 'inline-styles']",66,addyosmani/critical,151,3728,1580,3,103,Hierarchical,False,0,34.0,1.244,0.0,396.0
webfontloader,typekit,https://github.com/typekit/webfontloader,2019-05-16T06:35:47Z,2010-04-21T00:54:16Z,7797,297,649,47,JavaScript,68,169,1144,20.367132867132867,0,Web Font Loader gives you added control when using linked fonts via @font-face.,[],104,typekit/webfontloader,5595,7260,475,15,90,Hierarchical,False,2.2,35.6,1.753,0.0,30.0
gtop,aksakalli,https://github.com/aksakalli/gtop,2019-07-31T15:42:16Z,2017-08-09T15:12:28Z,7785,137,298,3,JavaScript,22,48,41,19.51219512195122,7,System monitoring dashboard for terminal,[],7,aksakalli/gtop,281,333,0,5,9,Hierarchical,False,0,0.0,11.111,0.0,1.4
streama,streamaserver,https://github.com/streamaserver/streama,2019-07-16T19:15:27Z,2015-07-29T11:54:00Z,7765,277,683,53,JavaScript,213,487,1484,25.0,224,Self hosted streaming media server.,"['media', 'streaming', 'video-player', 'video-streaming', 'media-server', 'media-player']",75,streamaserver/streama,52920,68208,11818,61,166,Hierarchical,False,0,2.4,0.613,0.0,58.5
debug,visionmedia,https://github.com/visionmedia/debug,2019-07-25T15:46:36Z,2011-11-29T02:23:54Z,7929,140,680,63,JavaScript,23,428,508,33.85826771653544,39,A tiny JavaScript debugging utility modelled after Node.js core's debugging technique. Works in Node.js and web browsers,"['javascript', 'logging', 'browser', 'debug', 'debugging', 'node', 'node-js']",62,visionmedia/debug,519,604,0,,6,Hierarchical,False,0,0.0,16.667,0.0,27.7
remote-jobs,remoteintech,https://github.com/remoteintech/remote-jobs,2019-08-28T15:17:09Z,2015-10-13T03:49:25Z,8954,579,921,132,JavaScript,20,51,840,10.238095238095237,104,A list of semi to fully remote-friendly companies in tech.,"['remote', 'job-board', 'jobsearch', 'jobs-search', 'remote-work', 'remote-job', 'jobseeker']",0,remoteintech/remote-jobs,920,1204,34,,43,Hierarchical,False,0,0.0,2.326,0.0,10.3
spectacle,FormidableLabs,https://github.com/FormidableLabs/spectacle,2019-08-28T18:51:41Z,2015-06-30T20:36:07Z,7892,141,561,62,JavaScript,42,346,746,29.088471849865954,86,ReactJS based Presentation Library,"['react', 'reactjs', 'presentation', 'keynote', 'slides', 'spectacle']",80,FormidableLabs/spectacle,6992,8394,614,79,126,Hierarchical,False,3.2,24.6,5.089,0.0,1.5
jquery.transit,rstacruz,https://github.com/rstacruz/jquery.transit,2018-02-27T12:44:04Z,2011-11-12T15:56:45Z,7451,280,953,26,JavaScript,118,61,228,27.192982456140353,0,Super-smooth CSS3 transformations and transitions for jQuery,[],7,rstacruz/jquery.transit,476,575,0,1,4,Hierarchical,False,0,50.0,37.500,0.0,34.5
emotion,emotion-js,https://github.com/emotion-js/emotion,2019-08-28T09:47:11Z,2017-05-27T04:23:45Z,8778,98,559,9,JavaScript,204,594,1146,25.654450261780106,318,👩‍🎤 CSS-in-JS library designed for high performance style composition,"['css-in-js', 'babel-plugin', 'react', 'reactjs', 'css', 'emotion']",731,emotion-js/emotion,13374,16611,2648,23,391,Hierarchical,False,0.5,28.6,0.390,0.0,10.6
pollyjs,Netflix,https://github.com/Netflix/pollyjs,2019-08-11T21:39:53Z,2018-05-31T20:39:44Z,8004,293,240,2,JavaScript,15,92,227,26.87224669603524,117,"Record, Replay, and Stub HTTP Interactions.","['javascript', 'browser', 'nodejs', 'testing', 'netflix', 'record', 'replay']",127,Netflix/pollyjs,6202,7842,242,49,217,Hierarchical,False,1.4,51.2,1.359,0.0,8.4
fingerprintjs2,Valve,https://github.com/Valve/fingerprintjs2,2019-07-24T16:26:39Z,2015-02-11T08:49:54Z,8374,396,1183,38,JavaScript,65,286,420,26.190476190476193,53,Modern & flexible browser fingerprinting library,"['javascript', 'detection', 'identification', 'fingerprint', 'fraud-detection', 'fraud', 'audio-fingerprinting']",56,Valve/fingerprintjs2,1288,1594,0,,5,Hierarchical,False,0,40.0,24.000,0.0,12.5
cropper,fengyuanchen,https://github.com/fengyuanchen/cropper,2019-08-09T09:36:36Z,2014-02-19T07:48:10Z,7663,348,1764,33,JavaScript,15,944,940,19.78723404255319,8,A simple jQuery image cropping plugin.,"['image-cropper', 'image-processing', 'cropper', 'jquery', 'jquery-plugin']",62,fengyuanchen/cropper,12721,15679,7746,1,27,Hierarchical,False,0,55.6,5.350,0.0,14.2
keeweb,keeweb,https://github.com/keeweb/keeweb,2019-08-25T10:46:58Z,2015-10-17T21:41:47Z,7820,252,659,44,JavaScript,220,907,2110,35.11848341232228,269,Free cross-platform password manager compatible with KeePass,"['keeweb', 'keepass', 'security', 'password-manager', 'password', 'electron', 'javascript']",69,keeweb/keeweb,17061,20005,82,17,192,Hierarchical,False,0,0.0,0.521,0.0,1.3
Vulcan,VulcanJS,https://github.com/VulcanJS/Vulcan,2019-08-28T15:59:15Z,2012-09-07T01:13:24Z,7582,300,2044,207,JavaScript,161,1186,6338,24.786999053329126,567,"🌋 A toolkit to quickly build apps with React, GraphQL & Meteor","['react', 'graphql', 'meteor', 'server-rendering', 'toolkit']",57,VulcanJS/Vulcan,23227,25402,192,76,554,Hierarchical,False,0.9,63.5,0.595,0.0,12.9
reactstrap,reactstrap,https://github.com/reactstrap/reactstrap,2019-08-30T15:17:30Z,2016-02-19T08:01:36Z,8137,184,923,6,JavaScript,221,719,734,33.5149863760218,112,Simple React Bootstrap 4 components,"['react', 'bootstrap', 'ui', 'components', 'reactstrap', 'javascript']",109,reactstrap/reactstrap,17706,20544,1423,133,351,Hierarchical,False,0.9,13.7,0.905,0.0,1.9
You-Dont-Need-Momentjs,you-dont-need,https://github.com/you-dont-need/You-Dont-Need-Momentjs,2019-08-22T14:11:28Z,2018-09-08T14:57:38Z,8122,111,187,13,JavaScript,11,21,164,24.390243902439025,132,List of functions which you can use to replace moment.js + ESLint Plugin,"['moment-js', 'date-fns', 'tree-shaking', 'esmodules', 'pure-function', 'bundle-size']",10,you-dont-need/You-Dont-Need-Momentjs,1008,1204,0,,9,Hierarchical,False,0,0.0,11.111,0.0,2.5
signale,klaussinani,https://github.com/klaussinani/signale,2019-06-18T21:44:03Z,2018-04-08T16:04:09Z,7733,82,217,2,JavaScript,18,36,158,23.417721518987342,63,Highly configurable logging utility,"['logger', 'console', 'hackable', 'nodejs', 'cli']",7,klaussinani/signale,569,675,0,1,12,Hierarchical,False,0,66.7,13.889,0.0,1.9
dat,datproject,https://github.com/datproject/dat,2019-08-22T23:10:53Z,2013-06-27T03:12:34Z,7603,348,467,64,JavaScript,116,578,2017,19.98016856717898,24,:floppy_disk: Share & live sync files anywhere via command line,"['dat', 'dat-protocol', 'command-line', 'dat-node']",104,datproject/dat,2448,2940,258,,57,Hierarchical,False,0,0.0,1.754,0.0,20.8
workbox,GoogleChrome,https://github.com/GoogleChrome/workbox,2019-08-23T18:53:28Z,2016-04-04T15:55:19Z,8152,188,512,9,JavaScript,84,1119,839,34.44576877234803,319,📦 Workbox: JavaScript libraries for Progressive Web Apps,"['service-worker', 'progressive-web-app', 'offline-first', 'service-workers', 'sw-precache', 'sw-toolbox']",58,GoogleChrome/workbox,12214,14046,2051,24,305,Hierarchical,False,0,0.7,0.329,0.0,11.3
OnsenUI,OnsenUI,https://github.com/OnsenUI/OnsenUI,2019-08-22T18:09:27Z,2013-09-11T11:52:41Z,7599,341,874,77,JavaScript,93,1502,9116,35.42123738481791,63,"Mobile app development framework and SDK using HTML5 and JavaScript. Create beautiful and performant cross-platform mobile apps. Based on Web Components, and provides bindings for Angular 1, 2, React and Vue.js.","['onsen-ui', 'cordova', 'react', 'angular', 'monaca', 'hybrid-apps', 'javascript', 'webcomponents', 'customelements', 'vue', 'material', 'android', 'ios', 'html', 'pwa']",133,OnsenUI/OnsenUI,37416,50003,9355,330,823,Hierarchical,False,1.0,64.4,0.582,0.0,36.8
react-admin,marmelab,https://github.com/marmelab/react-admin,2019-08-28T16:17:27Z,2016-07-13T07:58:54Z,9323,250,2043,141,JavaScript,106,1682,4591,37.79133086473535,942,"A frontend Framework for building admin applications running in the browser on top of REST/GraphQL APIs, using ES6, React and Material Design","['material-ui', 'react', 'frontend-framework', 'rest', 'admin', 'admin-dashboard', 'single-page-app', 'admin-on-rest', 'react-admin']",110,marmelab/react-admin,39427,45956,4322,102,633,Core-Periphery,True,7.1,25.4,2.756,0.0,6.6
layer,sentsin,https://github.com/sentsin/layer,2018-12-07T08:30:44Z,2014-05-18T19:58:09Z,7607,491,2594,9,JavaScript,0,0,191,5.7591623036649215,0,丰富多样的 Web 弹出层组件，可轻松实现 Alert/Confirm/Prompt/ 普通提示/页面区块/iframe/tips等等几乎所有的弹出交互。目前已成为最多人使用的弹层解决方案,"['layer', 'dialog', 'tips', 'layui', 'alert', 'confirm']",5,sentsin/layer,1052,1300,0,2,12,Hierarchical,False,0,16.7,9.028,0.0,12.3
spacegray,kkga,https://github.com/kkga/spacegray,2019-08-27T15:18:11Z,2013-12-18T13:23:52Z,7317,148,489,29,JavaScript,42,116,229,17.03056768558952,0,A Hyperminimal UI Theme for Sublime Text,"['color-scheme', 'sublime-text', 'ui-theme', 'theme', 'spacegray-eighties', 'spacegray', 'spacegray-light', 'flavor']",12,kkga/spacegray,54,71,0,,9,Hierarchical,False,0,0.0,11.111,0.0,7.4
node-elm,bailicangdu,https://github.com/bailicangdu/node-elm,2019-04-24T13:11:29Z,2017-03-22T10:48:37Z,8446,386,2769,4,JavaScript,27,152,355,5.633802816901409,34,基于 node.js + Mongodb 构建的后台系统,"['node', 'express', 'mongodb', 'mongoose']",0,bailicangdu/node-elm,22693,25365,506,44,124,Hierarchical,False,2.4,51.6,2.992,0.0,0.3
g2,antvis,https://github.com/antvis/g2,2019-08-28T10:15:31Z,2016-05-26T09:21:04Z,7977,223,670,36,JavaScript,117,1021,1687,37.75933609958506,289,The Grammar of Graphics in JavaScript,"['visualization', 'grammar', 'graphics', 'charts', 'graph', 'data-visualization', 'canvas', 'ant', 'antvis', 'data', 'statistics']",89,antvis/g2,34462,41062,4999,193,353,Hierarchical,False,0,27.2,0.471,0.0,7.2
html-webpack-plugin,jantimon,https://github.com/jantimon/html-webpack-plugin,2019-08-23T08:50:14Z,2014-08-08T03:19:15Z,7931,109,932,43,JavaScript,34,852,588,30.4421768707483,64,Simplifies creation of HTML files to serve your webpack bundles,"['html-webpack-plugin', 'webpack']",60,jantimon/html-webpack-plugin,5149,6171,3100,3,128,Hierarchical,False,0,32.8,1.031,0.0,56.9
casperjs,casperjs,https://github.com/casperjs/casperjs,2018-12-16T15:17:58Z,2011-09-05T14:01:40Z,7298,275,1056,192,JavaScript,0,0,2226,33.19856244384546,1,CasperJS is no longer actively maintained. Navigation scripting and testing utility for PhantomJS and SlimerJS,"['phantomjs', 'slimerjs', 'javascript', 'headless-browsers', 'headless-testing']",60,casperjs/casperjs,9716,12407,966,11,188,Hierarchical,False,2.1,6.9,0.651,0.0,21.1
