name,owner,url,version,creation date,stars,watches,forks,contributors,languages,open issues,closed issues,commits,defect_proneness,last year commit #,description,topics,releases_count,Project Name,Useful Lines of Code (ULOC),Software Lines of Code (SLOC),Duplicate Useful Lines of Code,Classes,Files,Architecture Type,Core,Core Size,Central Size,Propagation Cost,Overly Complex Files,Useful Comment Density
react-redux-universal-hot-example,erikras,https://github.com/erikras/react-redux-universal-hot-example,2018-06-13T02:39:51Z,2015-06-23T16:39:21Z,11787,382,2613,115,JavaScript,369,438,970,27.010309278350515,0,"A starter boilerplate for a universal webapp using express, react, redux, webpack, and react-transform",[],1,erikras/react-redux-universal-hot-example,2202,2598,58,15,65,Hierarchical,False,3.1,46.2,2.391,0.0,5.4
solved-by-flexbox,philipwalton,https://github.com/philipwalton/solved-by-flexbox,2019-04-25T19:32:04Z,2013-08-31T23:04:51Z,11858,419,991,19,CSS,20,68,354,18.926553672316384,3,"A showcase of problems once hard or impossible to solve with CSS alone, now made trivially easy with Flexbox.",[],0,philipwalton/solved-by-flexbox,181,502,0,,40,Hierarchical,False,0,7.5,2.625,0.0,52.5
electron-react-boilerplate,electron-react-boilerplate,https://github.com/electron-react-boilerplate/electron-react-boilerplate,2019-08-25T21:26:28Z,2015-05-18T09:54:57Z,12682,260,2113,44,JavaScript,32,1026,1033,19.457889641819943,182,A Foundation for Scalable Cross-Platform Apps,"['electron', 'boilerplate', 'react', 'webpack', 'babel', 'jest', 'flowtype', 'eslint', 'hmr']",42,electron-react-boilerplate/electron-react-boilerplate,869,1214,128,6,41,Borderline Core-Periphery,True,4.9,68.3,5.532,0.0,13.8
NativeBase,GeekyAnts,https://github.com/GeekyAnts/NativeBase,2019-08-24T16:27:27Z,2016-04-15T11:37:23Z,12586,265,1509,103,JavaScript,94,2161,2291,31.55827149716281,211,Essential cross-platform UI components for React Native,"['react-native', 'nativebase', 'ui-components', 'native-platforms', 'ios', 'android']",114,GeekyAnts/NativeBase,13245,14811,1714,117,285,Hierarchical,False,0.7,51.6,1.677,0.0,4.8
create-react-native-app,react-community,https://github.com/react-community/create-react-native-app,2018-10-03T16:12:57Z,2017-01-11T17:54:30Z,11704,304,1306,4,JavaScript,0,666,259,25.868725868725868,14,Create a React Native app on any OS with no build config.,"['react-native', 'react-native-app', 'exponent', 'create-react-native-app', 'android', 'ios', 'javascript']",0,react-community/create-react-native-app,149,198,0,,6,Hierarchical,False,0,0.0,16.667,0.0,16.1
vivus,maxwellito,https://github.com/maxwellito/vivus,2019-08-21T21:03:28Z,2014-05-13T22:22:18Z,12062,288,1003,18,JavaScript,6,172,168,30.357142857142854,4,JavaScript library to make drawing animation on SVG,[],14,maxwellito/vivus,1722,2210,115,6,11,Hierarchical,False,0,18.2,9.917,0.0,35.4
svgo,svg,https://github.com/svg/svgo,2019-08-23T19:16:23Z,2012-08-22T10:41:43Z,12697,251,919,78,JavaScript,241,597,968,36.77685950413223,72,:tiger: Node.js tool for optimizing SVG files,"['svg', 'minification', 'nodejs', 'svgo', 'javascript', 'optimization', 'cli']",68,svg/svgo,7225,8543,846,4,69,Hierarchical,False,0,0.0,1.449,0.0,21.4
chartist-js,gionkunz,https://github.com/gionkunz/chartist-js,2019-07-24T13:19:34Z,2014-03-09T22:40:07Z,11713,361,2397,73,JavaScript,288,700,846,33.687943262411345,7,Simple responsive charts,"['chartist', 'responsive-charts', 'charting-library', 'javascript', 'svg']",57,gionkunz/chartist-js,7455,9189,7897,3,118,Hierarchical,False,0,0.0,0.847,0.0,35.5
bootstrap-datepicker,uxsolutions,https://github.com/uxsolutions/bootstrap-datepicker,2019-08-21T08:35:45Z,2012-03-17T01:11:40Z,11736,470,5511,312,JavaScript,692,935,1625,28.307692307692307,18,A datepicker for twitter bootstrap (@twbs),"['bootstrap-datepicker', 'javascript', 'bootstrap']",38,uxsolutions/bootstrap-datepicker,8569,10179,3773,12,224,Hierarchical,False,0.9,22.8,0.660,0.0,9.5
Respond,scottjehl,https://github.com/scottjehl/Respond,2018-03-16T09:38:34Z,2011-02-07T12:41:33Z,11535,591,3672,33,JavaScript,76,179,278,25.899280575539567,0,"A fast & lightweight polyfill for min/max-width CSS3 Media Queries (for IE 6-8, and more)",[],8,scottjehl/Respond,1958,2515,108,2,25,Hierarchical,False,0,32.0,5.280,0.0,14.8
kibana,elastic,https://github.com/elastic/kibana,2019-08-27T23:46:05Z,2013-01-26T04:00:59Z,12784,830,4961,202,JavaScript,4815,12934,23390,31.37238135955537,0,Your window into the Elastic Stack,"['kibana', 'elasticsearch', 'visualizations', 'metrics']",153,elastic/kibana,598575,720383,69611,1997,11228,Hierarchical,False,0.1,28.6,0.085,0.0,6.4
popper.js,FezVrasta,https://github.com/FezVrasta/popper.js,2019-08-22T11:07:56Z,2016-03-29T17:00:47Z,12511,237,873,8,JavaScript,72,451,903,37.2093023255814,47,A kickass library to manage your poppers,"['positioning-engine', 'tooltip', 'position', 'dropdown', 'popover', 'positioning']",101,FezVrasta/popper.js,6620,7861,652,10,162,Hierarchical,False,1.2,61.1,4.584,0.0,21.0
redux-form,erikras,https://github.com/erikras/redux-form,2019-08-29T23:34:13Z,2015-07-31T16:07:03Z,11844,199,1535,97,JavaScript,440,3145,1892,36.36363636363637,97,A Higher Order Component using react-redux to keep form state in a Redux store,"['redux', 'redux-form', 'react', 'form', 'forms', 'form-validation', 'validation']",197,erikras/redux-form,28418,36233,11617,235,354,Hierarchical,False,0.6,54.8,1.598,0.0,4.5
homebridge,nfarina,https://github.com/nfarina/homebridge,2019-08-27T02:40:15Z,2014-12-01T16:37:39Z,12247,589,1482,82,JavaScript,114,1924,981,21.8144750254842,29,HomeKit support for the impatient,"['homebridge', 'homekit-api', 'siri', 'homekit', 'javascript']",23,nfarina/homebridge,1612,1970,0,10,20,Hierarchical,False,0,25.0,6.250,0.0,17.2
joi,hapijs,https://github.com/hapijs/joi,2019-08-27T23:33:49Z,2012-09-16T16:38:06Z,12932,196,1058,138,JavaScript,4,1566,1560,32.17948717948718,0,:office: The most powerful data validation library for JS,"['javascript', 'schema', 'validation', 'hapi']",217,hapijs/joi,31442,35521,12671,19,49,Hierarchical,False,0,0.0,2.041,0.0,0.8
recharts,recharts,https://github.com/recharts/recharts,2019-08-26T16:22:00Z,2015-08-07T06:50:27Z,12257,187,938,108,JavaScript,603,960,1307,41.31599081866871,123,Redefined chart library built with React and D3,"['react', 'charting-library', 'recharts', 'd3']",113,recharts/recharts,17806,20660,1385,73,162,Borderline Core-Periphery,True,4.3,51.2,4.885,0.0,3.6
mui,dcloudio,https://github.com/dcloudio/mui,2018-12-09T11:47:55Z,2014-08-18T07:14:41Z,11994,904,6247,11,JavaScript,309,117,517,16.247582205029012,1,最接近原生APP体验的高性能框架,[],26,dcloudio/mui,53308,67425,29111,177,244,Hierarchical,False,0.8,38.9,0.887,0.4,15.5
dashing,Shopify,https://github.com/Shopify/dashing,2019-04-29T15:20:09Z,2012-07-18T21:01:40Z,11147,591,1253,42,JavaScript,223,402,209,20.574162679425836,0,The exceptionally handsome dashboard framework in Ruby and Coffeescript.,[],12,Shopify/dashing,9630,13049,1292,213,22,Hierarchical,False,0,0.0,4.545,0.0,4.2
node_redis,NodeRedis,https://github.com/NodeRedis/node_redis,2019-07-08T16:38:21Z,2010-09-14T02:05:09Z,11748,317,1351,107,JavaScript,63,884,1256,34.15605095541402,11,redis client for node,[],72,NodeRedis/node_redis,8575,11097,869,4,107,Hierarchical,False,0,0.0,0.935,0.0,6.4
docusaurus,facebook,https://github.com/facebook/docusaurus,2019-08-20T19:24:59Z,2017-06-20T16:13:53Z,13240,192,1195,10,JavaScript,47,523,1371,27.862873814733767,716,Easy to maintain open source documentation websites.,"['documentation', 'website', 'javascript', 'react', 'open-source']",62,facebook/Docusaurus,11436,14227,2145,45,213,Hierarchical,False,0,14.1,0.525,0.0,6.7
ws,websockets,https://github.com/websockets/ws,2019-08-25T12:21:54Z,2011-11-09T22:32:45Z,12165,361,1573,109,JavaScript,7,1039,1516,26.055408970976252,124,"Simple to use, blazing fast and thoroughly tested WebSocket client and server for Node.js","['websocket', 'javascript', 'websocket-client', 'websocket-server', 'rfc-6455', 'real-time', 'nodejs', 'node']",122,websockets/ws,5125,6713,477,13,34,Hierarchical,False,0,14.7,3.287,0.0,13.4
ScrollMagic,janpaepke,https://github.com/janpaepke/ScrollMagic,2019-05-29T14:43:16Z,2013-09-23T08:08:53Z,11466,322,1811,29,JavaScript,439,396,622,34.40514469453376,53,The javascript library for magical scroll interactions.,[],28,janpaepke/ScrollMagic,17738,25304,10367,42,174,Core-Periphery,True,12.6,52.3,4.892,0.0,24.2
react-native-macos,ptmt,https://github.com/ptmt/react-native-macos,2019-06-27T21:06:18Z,2015-10-04T15:22:01Z,11189,249,479,466,JavaScript,45,123,13019,37.214839849450804,52,React Native for macOS is an experimental fork for writing desktop apps using Cocoa,[],9,ptmt/react-native-macos,44157,58607,4774,288,949,Hierarchical,False,0,1.8,0.108,0.0,28.8
mithril.js,MithrilJS,https://github.com/MithrilJS/mithril.js,2019-08-21T23:01:17Z,2014-03-17T01:59:39Z,11629,351,869,184,JavaScript,133,1264,3393,28.293545534924846,221,A JavaScript Framework for Building Brilliant Applications,"['javascript', 'framework', 'virtual-dom', 'xhr', 'router', 'mithril', 'vdom']",71,MithrilJS/mithril.js,18332,22075,1972,14,140,Hierarchical,False,1.4,53.6,2.087,0.0,3.5
hapi,hapijs,https://github.com/hapijs/hapi,2019-08-28T01:27:26Z,2011-08-06T00:35:39Z,11402,459,1176,191,JavaScript,16,2763,5461,20.25270097051822,0,:office: Server Framework  for Node.js,"['hapi', 'nodejs', 'framework', 'http', 'application']",313,hapijs/hapi,14221,17744,1204,39,39,Hierarchical,False,0,0.0,2.564,0.0,1.9
wp-calypso,Automattic,https://github.com/Automattic/wp-calypso,2019-08-28T02:08:25Z,2015-11-10T20:00:16Z,11148,529,1637,343,JavaScript,1767,9634,33968,27.266839378238345,0,The JavaScript and API powered WordPress.com,"['wordpress', 'javascript', 'react', 'es2015', 'es6', 'es6-javascript', 'redux', 'nodejs']",63,Automattic/wp-calypso,369347,436539,28854,962,5261,Hierarchical,False,0.3,73.7,0.062,0.2,8.9
smartcrop.js,jwagner,https://github.com/jwagner/smartcrop.js,2019-05-25T21:44:20Z,2014-04-03T14:21:19Z,11105,237,558,10,JavaScript,12,59,113,17.699115044247787,5,Content aware image cropping,"['smartcrop', 'javascript', 'nodejs', 'image-processing']",6,jwagner/smartcrop.js,7317,9281,0,9,23,Core-Periphery,True,8.7,65.2,11.531,0.0,28.4
framework,aurelia,https://github.com/aurelia/framework,2019-08-22T18:45:40Z,2014-12-10T19:22:29Z,11107,490,667,67,JavaScript,52,634,732,34.42622950819672,55,The aurelia framework brings together all the required core aurelia libraries into a ready-to-go application-building platform.,"['aurelia-framework', 'javascript', 'typescript', 'single-page-applications', 'framework', 'spa', 'cross-platform', 'web', 'html', 'mobile']",91,aurelia/framework,2632,3534,1223,23,33,Hierarchical,False,0,15.2,3.673,0.0,12.1
nodemailer,nodemailer,https://github.com/nodemailer/nodemailer,2019-07-25T16:04:30Z,2011-01-19T21:17:36Z,11579,221,1023,99,JavaScript,8,871,873,15.922107674684993,24,✉️ Send e-mails with Node.JS – easy as cake!,"['nodemailer', 'email', 'email-sender', 'rfc822']",217,nodemailer/nodemailer,14456,18150,2351,31,73,Hierarchical,False,0,0.0,1.370,0.0,9.7
JSVerbalExpressions,VerbalExpressions,https://github.com/VerbalExpressions/JSVerbalExpressions,2019-07-20T20:24:12Z,2013-07-19T14:59:46Z,11300,301,508,39,JavaScript,16,79,294,25.850340136054424,21,JavaScript Regular expressions made easy,"['verbalexpressions', 'javascript-regular-expressions']",6,VerbalExpressions/JSVerbalExpressions,888,1041,0,3,7,Hierarchical,False,0,28.6,16.327,0.0,42.5
ReLaXed,RelaxedJS,https://github.com/RelaxedJS/ReLaXed,2019-06-26T21:48:22Z,2018-03-21T08:33:48Z,11052,217,395,12,JavaScript,37,71,200,17.0,11,Create PDF documents using web technologies,"['pdf-document', 'pug', 'converter', 'chromium', 'html', 'scss']",1,RelaxedJS/ReLaXed,833,1026,26,,18,Hierarchical,False,0,0.0,5.556,0.0,5.3
pell,jaredreich,https://github.com/jaredreich/pell,2019-07-04T10:57:27Z,2017-07-09T14:30:51Z,10943,174,543,4,JavaScript,46,79,79,10.126582278481013,7,"📝 the simplest and smallest WYSIWYG text editor for web, with no dependencies","['contenteditable', 'editor', 'javascript', 'rich-text-editor', 'text-editing', 'text-editor', 'wysiwyg', 'wysiwyg-editor']",12,jaredreich/pell,356,413,0,,7,Hierarchical,False,0,42.9,18.367,0.0,0.0
feathers,feathersjs,https://github.com/feathersjs/feathers,2019-08-30T05:32:52Z,2011-10-19T22:45:16Z,11383,274,491,14,JavaScript,67,1098,3177,17.87850173119295,193,A framework for real-time applications and REST APIs with JavaScript and TypeScript,"['feathersjs', 'javascript', 'nodejs', 'browser', 'react-native', 'framework', 'feathers', 'real-time']",224,feathersjs/feathers,11915,15591,707,29,172,Hierarchical,False,0,1.2,0.585,0.0,4.3
browsh,browsh-org,https://github.com/browsh-org/browsh,2019-06-28T10:06:12Z,2016-05-08T19:34:15Z,11121,206,310,4,JavaScript,103,145,352,20.738636363636363,49,"A fully-modern text-based browser, rendering to TTY and browsers","['tty', 'ssh', 'mosh', 'bandwidth-saver', 'http-performance', 'vnc']",50,browsh-org/browsh,2298,2916,0,19,32,Hierarchical,False,0,31.2,4.492,0.0,17.5
react-native-vector-icons,oblador,https://github.com/oblador/react-native-vector-icons,2019-08-27T21:48:33Z,2015-05-15T16:38:57Z,11729,209,1344,16,JavaScript,197,657,465,23.440860215053764,85,"Customizable Icons for React Native with support for NavBar/TabBar/ToolbarAndroid, image source and full styling.","['react-native', 'icon', 'icon-pack', 'ui']",73,oblador/react-native-vector-icons,1747,2098,0,17,56,Hierarchical,False,3.6,53.6,6.186,0.0,3.8
Magnific-Popup,dimsemenov,https://github.com/dimsemenov/Magnific-Popup,2019-02-28T20:14:59Z,2013-01-10T16:09:24Z,10825,408,3064,55,JavaScript,601,375,308,30.519480519480517,0,Light and responsive lightbox script with focus on performance.,[],21,dimsemenov/Magnific-Popup,15177,19202,16892,19,32,Hierarchical,False,0,6.2,3.223,0.0,23.9
redux-devtools,reduxjs,https://github.com/reduxjs/redux-devtools,2019-08-26T11:36:38Z,2015-07-05T10:58:49Z,10974,249,816,60,JavaScript,43,258,530,22.830188679245282,105,"DevTools for Redux with hot reloading, action replay, and customizable UI",[],32,reduxjs/redux-devtools,16407,19512,856,89,389,Hierarchical,False,1.3,56.6,0.930,0.0,2.8
jquery-ui,jquery,https://github.com/jquery/jquery-ui,2019-08-20T00:57:41Z,2010-01-19T14:40:34Z,10696,687,5097,96,JavaScript,0,0,7163,43.83638140443948,0,The official jQuery user interface library.,"['javascript', 'jquery']",71,jquery/jquery-ui,303534,366830,302970,146,605,Hierarchical,False,0.5,47.3,0.420,0.0,21.8
karma,karma-runner,https://github.com/karma-runner/karma,2019-08-27T15:44:05Z,2011-10-12T07:55:46Z,10809,338,1614,222,JavaScript,349,1473,2556,35.798122065727696,110,Spectacular Test Runner for JavaScript,"['karma', 'test-runner', 'javascript', 'bdd', 'qunit', 'mocha', 'browser', 'jasmine', 'tdd']",195,karma-runner/karma,10470,13014,493,23,161,Hierarchical,False,0,2.5,0.629,0.0,6.8
browser-sync,BrowserSync,https://github.com/BrowserSync/browser-sync,2019-08-19T17:40:04Z,2013-10-12T19:35:45Z,10809,269,694,72,JavaScript,437,1067,1939,23.98143372872615,48,Keep multiple browsers & devices in sync when building websites. http://browsersync.io,[],220,BrowserSync/browser-sync,20613,34555,18339,52,571,Core-Periphery,True,6.5,12.6,0.754,0.0,27.9
co,tj,https://github.com/tj/co,2019-06-11T20:53:51Z,2013-06-06T04:06:16Z,10853,289,754,43,JavaScript,31,141,299,18.729096989966553,0,"The ultimate generator based flow-control goodness for nodejs (supports thunks, promises, etc)",[],36,tj/co,526,699,0,,12,Hierarchical,False,0,0.0,8.333,0.0,12.2
Functional-Light-JS,getify,https://github.com/getify/Functional-Light-JS,2019-07-17T23:29:32Z,2016-08-17T01:40:50Z,11585,420,1323,15,JavaScript,13,99,474,21.729957805907173,6,"Pragmatic, balanced FP in JavaScript. @FLJSBook on twitter.","['book', 'javascript', 'functional-programming', 'training-materials', 'training-providers', 'education']",0,getify/Functional-Light-JS,233,310,0,,6,Hierarchical,False,0,16.7,44.444,0.0,9.0
FileSaver.js,eligrey,https://github.com/eligrey/FileSaver.js,2019-08-18T16:33:25Z,2011-07-15T03:27:54Z,11886,334,2865,34,JavaScript,44,427,303,23.762376237623762,40,An HTML5 saveAs() FileSaver implementation,[],13,eligrey/FileSaver.js,206,253,0,,3,Hierarchical,False,0,0.0,33.333,0.0,20.9
history.js,browserstate,https://github.com/browserstate/history.js,2019-06-05T22:55:33Z,2011-01-20T14:10:05Z,10590,336,1467,25,JavaScript,208,193,282,32.62411347517731,0,"History.js gracefully supports the HTML5 History/State APIs (pushState, replaceState, onPopState) in all browsers. Including continued support for data, titles, replaceState. Supports jQuery, MooTools and Prototype.  For HTML5 browsers this means that you can modify the URL directly, without needing to use hashes anymore. For HTML4 browsers it will revert back to using the old onhashchange functionality.","['html5-history-api', 'html5-history', 'javascript', 'polyfill', 'hashchange']",4,browserstate/history.js,102784,122889,9336,32,99,Hierarchical,False,2.0,53.5,2.500,0.0,62.7
kap,wulkano,https://github.com/wulkano/kap,2019-08-23T14:40:59Z,2016-08-10T19:37:08Z,10954,175,542,9,JavaScript,50,360,752,26.861702127659576,111,An open-source screen recorder built with web technology,"['screen-recorder', 'javascript', 'electron', 'mac', 'macos', 'capture', 'kap', 'oss', 'open-source', 'screen-capture', 'productivity', 'communication', 'record', 'nextjs', 'aperture']",24,wulkano/kap,7197,8614,269,63,120,Hierarchical,False,2.5,40.0,9.715,0.0,0.8
lazysizes,aFarkas,https://github.com/aFarkas/lazysizes,2019-08-13T06:11:18Z,2014-10-11T21:03:26Z,11871,262,971,38,JavaScript,109,492,716,20.670391061452513,88,"High performance and SEO friendly lazy loader for images (responsive and normal), iframes and more, that detects any visibility changes triggered through user interaction, CSS or JavaScript without configuration.","['javascript', 'lazyload', 'lazy-evaluation', 'lazysizes', 'responsive-images', 'performance']",97,aFarkas/lazysizes,4255,6763,2181,4,71,Hierarchical,False,0,26.8,1.805,0.0,4.9
ink,vadimdemedes,https://github.com/vadimdemedes/ink,2019-08-24T10:49:38Z,2017-06-12T06:12:28Z,11896,104,283,2,JavaScript,35,91,256,17.1875,189,🌈 React for interactive command-line apps,"['react', 'cli', 'command-line', 'interactive']",40,vadimdemedes/ink,2135,2696,154,20,53,Hierarchical,False,3.8,50.9,3.845,0.0,5.2
react-redux-starter-kit,davezuko,https://github.com/davezuko/react-redux-starter-kit,2018-06-03T17:30:08Z,2015-06-24T18:38:28Z,10421,321,2395,49,JavaScript,117,765,1013,34.25468904244817,0,"Get started with React, Redux, and React-Router.",[],36,davezuko/react-redux-starter-kit,826,1009,0,1,31,Core-Periphery,True,6.5,38.7,4.995,0.0,19.7
paper.js,paperjs,https://github.com/paperjs/paper.js,2019-08-20T13:47:36Z,2011-02-07T18:21:30Z,10803,412,990,70,JavaScript,184,1166,7177,22.237703775950955,212,"The Swiss Army Knife of Vector Graphics Scripting – Scriptographer ported to JavaScript and the browser, using HTML5 Canvas. Created by @lehni & @puckey",[],49,paperjs/paper.js,21804,25138,960,1,250,Hierarchical,False,0,46.8,0.586,0.0,56.1
ivideo,phobal,https://github.com/phobal/ivideo,2019-06-15T05:11:03Z,2018-04-17T06:59:08Z,10993,311,3144,47,JavaScript,43,51,879,19.56769055745165,12,一个可以观看国内主流视频平台所有视频的客户端（Mac、Windows、Linux） A client that can watch video of domestic(China) mainstream video platform,[],7,phobal/ivideo,1061,1372,254,3,39,Hierarchical,False,0,61.5,5.720,0.0,12.4
ccxt,ccxt,https://github.com/ccxt/ccxt,2019-08-27T22:54:48Z,2017-05-14T15:41:56Z,11957,723,3290,237,JavaScript,300,3418,21706,20.252464756288585,6109,A JavaScript / Python / PHP cryptocurrency trading API with support for more than 120 bitcoin/altcoin exchanges,"['altcoin', 'api', 'arbitrage', 'bitcoin', 'bot', 'cryptocurrency', 'crypto', 'e-commerce', 'ethereum', 'exchange', 'invest', 'library', 'strategy', 'trading', 'btc', 'eth', 'trade', 'merchant', 'market-data']",1768,ccxt/ccxt,162337,184908,12115,597,461,Hierarchical,False,0.7,39.9,0.839,0.0,15.0
johnny-five,rwaldron,https://github.com/rwaldron/johnny-five,2019-08-28T01:08:40Z,2012-03-30T20:09:52Z,10810,468,1606,109,JavaScript,38,981,3220,16.428571428571427,53,"JavaScript Robotics and IoT programming framework, developed at Bocoup.","['javascript', 'arduino', 'tessel', 'raspberry-pi', 'chip', 'photon', 'pcduino', 'gpio', 'i2c', 'adc', 'dac', 'pwm', 'spi', 'serial', '1-wire', 'bluetooth', 'iot', 'robotics', 'beaglebone-black', 'intel']",89,rwaldron/johnny-five,52792,60235,9796,46,514,Hierarchical,False,0,0.0,0.195,0.0,14.9
git-history,pomber,https://github.com/pomber/git-history,2019-07-14T09:09:42Z,2019-02-04T21:00:39Z,10929,142,437,14,JavaScript,27,46,249,20.883534136546185,200,Quickly browse the history of a file from any git repository,"['git', 'github', 'history', 'commit', 'blame', 'animation', 'text', 'log', 'cli', 'vscode', 'vscode-extension']",2,pomber/git-history,2223,2791,76,,50,Hierarchical,False,0,68.0,5.080,0.0,4.8
react-hot-loader,gaearon,https://github.com/gaearon/react-hot-loader,2019-08-27T09:52:35Z,2014-07-12T23:49:43Z,10957,203,775,100,JavaScript,87,776,1599,26.391494684177612,306,Tweak React components in real time.,[],166,gaearon/react-hot-loader,8542,10494,952,202,208,Hierarchical,False,2.9,53.8,2.277,0.0,5.6
volkswagen,auchenberg,https://github.com/auchenberg/volkswagen,2018-09-26T16:52:33Z,2015-10-07T16:51:21Z,10444,94,205,11,JavaScript,15,11,102,13.725490196078432,0,":see_no_evil: Volkswagen detects when your tests are being run in a CI server, and makes them pass.","['volkswagen', 'ci-server', 'cheat', 'defeat', 'javascipt', 'nodejs', 'continuous-integration']",15,auchenberg/volkswagen,326,358,0,,8,Hierarchical,False,0,0.0,12.500,0.0,13.2
KaTeX,KaTeX,https://github.com/KaTeX/KaTeX,2019-08-27T23:43:28Z,2013-07-05T09:01:54Z,10851,299,751,47,JavaScript,190,886,1147,41.238012205754146,164,Fast math typesetting for the web.,[],29,KaTeX/KaTeX,7489,10099,74,4,130,Core-Periphery,True,9.2,37.7,12.000,0.0,47.2
webpack-howto,petehunt,https://github.com/petehunt/webpack-howto,2017-08-11T02:36:03Z,2014-07-17T06:55:48Z,10193,293,755,19,JavaScript,29,16,50,20.0,0,,[],0,petehunt/webpack-howto,56,72,0,,7,Hierarchical,False,0,0.0,14.286,0.0,3.6
raphael,DmitryBaranovskiy,https://github.com/DmitryBaranovskiy/raphael,2019-08-14T02:30:22Z,2008-09-02T05:34:33Z,10349,411,1592,32,JavaScript,300,553,481,47.81704781704782,6,JavaScript Vector Library,[],30,DmitryBaranovskiy/raphael,5052,6028,254,12,15,Hierarchical,False,0,13.3,7.111,0.0,35.6
android-training-course-in-chinese,kesenhoo,https://github.com/kesenhoo/android-training-course-in-chinese,2018-01-11T10:33:39Z,2014-06-13T09:46:16Z,10343,993,2797,90,JavaScript,9,16,1625,2.8923076923076922,0,Android官方培训课程中文版,[],0,kesenhoo/android-training-course-in-chinese,133,167,0,21,14,Hierarchical,False,0,14.3,7.653,0.0,1.5
lowdb,typicode,https://github.com/typicode/lowdb,2019-08-28T00:40:51Z,2014-04-02T02:16:06Z,11239,208,500,18,JavaScript,70,200,400,15.5,12,"⚡️ lowdb is a small local JSON database powered by Lodash (supports Node, Electron and the browser)","['database', 'lodash', 'nodejs', 'localstorage', 'electron', 'json', 'embedded-database', 'embeddable', 'javascript']",56,typicode/lowdb,368,444,0,7,18,Hierarchical,False,0,0.0,5.556,0.0,7.9
fastify,fastify,https://github.com/fastify/fastify,2019-08-30T22:00:55Z,2016-09-28T19:10:14Z,11790,255,744,43,JavaScript,45,689,1973,25.848960973137352,0,"Fast and low overhead web framework, for Node.js","['webframework', 'performance', 'speed', 'nodejs']",125,fastify/fastify,18014,22661,3562,10,119,Hierarchical,False,0,2.5,0.854,0.0,2.0
headroom.js,WickyNilliams,https://github.com/WickyNilliams/headroom.js,2019-08-22T17:22:20Z,2013-08-07T20:42:58Z,10179,224,868,25,JavaScript,16,238,139,28.05755395683453,16,Give your pages some headroom. Hide your header until you need it,[],16,WickyNilliams/headroom.js,716,891,0,4,10,Hierarchical,False,0,0.0,10.000,0.0,12.2
pomelo,NetEase,https://github.com/NetEase/pomelo,2019-07-10T07:13:11Z,2012-09-20T02:37:07Z,10408,1107,2721,57,JavaScript,107,789,947,26.399155227032733,3,"A fast,scalable,distributed game server framework for Node.js.",[],94,NetEase/pomelo,8136,10497,256,68,106,Hierarchical,False,0,2.8,0.961,0.0,16.9
kitematic,docker,https://github.com/docker/kitematic,2019-08-01T11:04:17Z,2014-08-27T20:44:59Z,10711,385,1300,74,JavaScript,773,3920,2275,33.010989010989015,22,Visual Docker Container Management on Mac & Windows,"['docker', 'kitematic', 'containers', 'electron', 'electron-app', 'toolbox']",102,docker/kitematic,6168,7321,22,20,77,Borderline Core-Periphery,True,5.2,28.6,12.380,0.0,1.4
immer,immerjs,https://github.com/immerjs/immer,2019-08-02T16:08:19Z,2017-12-29T12:25:47Z,12455,147,320,23,JavaScript,7,242,665,28.721804511278194,276,Create the next immutable state by mutating the current one,"['immutable', 'immutables', 'reducer', 'redux', 'state-tree']",65,mweststrate/immer,2778,3701,70,6,26,Core-Periphery,True,7.7,50.0,16.124,0.0,14.1
virtual-dom,Matt-Esch,https://github.com/Matt-Esch/virtual-dom,2018-10-23T06:28:19Z,2014-01-23T17:12:21Z,10305,283,742,36,JavaScript,112,155,412,19.902912621359224,0,A Virtual DOM and diffing algorithm,[],31,Matt-Esch/virtual-dom,4911,5849,534,36,60,Hierarchical,False,0,0.0,1.667,0.0,4.0
reactotron,infinitered,https://github.com/infinitered/reactotron,2019-08-28T01:18:26Z,2016-04-15T21:58:32Z,10766,167,634,32,JavaScript,46,358,1116,20.60931899641577,216,"A desktop app for inspecting your React JS and React Native projects. macOS, Linux, and Windows.","['react-native', 'reactjs', 'reactnative', 'debugging', 'desktop', 'reactotron', 'redux', 'redux-saga']",106,infinitered/reactotron,7302,8506,428,69,163,Hierarchical,False,3.1,36.2,3.534,0.0,5.1
jquery-mobile,jquery,https://github.com/jquery/jquery-mobile,2019-06-14T17:55:00Z,2010-09-13T15:02:22Z,9957,578,2565,192,JavaScript,157,6283,13109,31.39827599359219,5,jQuery Mobile Framework,[],43,jquery/jquery-mobile,111645,122690,10884,19,787,Hierarchical,False,0.8,37.0,0.236,0.0,8.9
p5.js,processing,https://github.com/processing/p5.js,2019-08-27T14:12:39Z,2013-02-26T03:14:47Z,11242,459,1762,256,JavaScript,109,2252,6464,27.011138613861384,692,"p5.js is a client-side JS platform that empowers artists, designers, students, and anyone to learn to code and express themselves creatively on the web. It is based on the core principles of Processing. http://twitter.com/p5xjs —","['javascript', 'graphics', 'education', 'learning', 'art', 'design', 'sound', 'html']",68,processing/p5.js,42902,53139,3091,54,680,Hierarchical,False,0.3,71.5,0.252,0.0,55.9
