,topics,project_name,useful_lines_of_code_(uloc),duplicate_uloc,architecture_type,core,core_size,central_size,propagation_cost,percent_files_overly_complex,useful_comment_density,percent_duplicate_uloc,overall_score,architecture_score,clarity_score,complexity_score,explanation,benchmark_selection,benchmark_count
488,[],Andersbakken/rtags,16905,218,Core-Periphery,True,52.2,52.2,33.643,5.2,2.8,1.2895593019816622,1.51,0.21,0.04,1.26,"{'useful_comment_density': 'useful_comment_density percentile: 3.7037037037037037(+0.037037037037037035)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 62.03703703703704(+0.3796296296296296)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 12.037037037037036(+0.8796296296296297)', 'propagation_cost': 'propagation_cost percentile: 84.25925925925925(+0.15740740740740747)', 'core_size': 'core_size percentile: 94.44444444444444(+0.05555555555555557)'}",LOC,108
489,[],Blizzard/s2client-api,12375,176,Core-Periphery,True,30.1,36.9,36.29,3.9,19.7,1.4222222222222223,2.08,0.3,0.49,1.29,"{'useful_comment_density': 'useful_comment_density percentile: 49.48453608247423(+0.4948453608247423)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 51.54639175257732(+0.4845360824742268)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 19.587628865979383(+0.8041237113402062)', 'propagation_cost': 'propagation_cost percentile: 86.5979381443299(+0.13402061855670097)', 'core_size': 'core_size percentile: 83.50515463917526(+0.1649484536082474)'}",LOC,97
490,[],acaudwell/Logstalgia,3352,62,Core-Periphery,True,8.0,24.0,21.28,8.0,6.0,1.8496420047732696,1.8,1.0,0.12,0.68,"{'useful_comment_density': 'useful_comment_density percentile: 12.0(+0.12)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 86.0(+0.14)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 46.0(+0.54)', 'propagation_cost': 'propagation_cost percentile: 48.0(+0.52)', 'core_size': 'core_size percentile: 52.0(+0.48)'}",LOC,50
492,[],bruderstein/nppPluginManager,7838,116,Multi-Core,False,5.0,34.2,9.104,2.5,23.1,1.4799693799438634,3.53,1.57,0.67,1.29,"{'useful_comment_density': 'useful_comment_density percentile: 67.07317073170732(+0.6707317073170732)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 41.46341463414634(+0.5853658536585367)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 29.26829268292683(+0.7073170731707318)', 'propagation_cost': 'propagation_cost percentile: 13.414634146341463(+0.8658536585365855)', 'core_size': 'core_size percentile: 29.26829268292683(+0.7073170731707318)'}",LOC,82
493,[],openai/retro,14585,909,Borderline Core-Periphery,True,4.9,26.2,10.911,4.9,42.3,6.232430579362359,3.19,1.49,0.84,0.86,"{'useful_comment_density': 'useful_comment_density percentile: 84.31372549019608(+0.8431372549019608)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 63.72549019607843(+0.3627450980392157)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 50.0(+0.5)', 'propagation_cost': 'propagation_cost percentile: 19.607843137254903(+0.803921568627451)', 'core_size': 'core_size percentile: 31.862745098039216(+0.6813725490196079)'}",LOC,102
494,"['c-plus-plus', 'vfx', 'cross-platform', 'openfx']",MrKepzie/Natron,360057,33413,Core-Periphery,True,42.8,42.8,40.463,12.2,20.2,9.279919568290577,1.63,0.37,0.34,0.92,"{'useful_comment_density': 'useful_comment_density percentile: 33.84615384615385(+0.3384615384615385)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 80.0(+0.2)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 27.692307692307693(+0.7230769230769231)', 'propagation_cost': 'propagation_cost percentile: 80.0(+0.2)', 'core_size': 'core_size percentile: 83.07692307692308(+0.16923076923076918)'}",LOC,65
495,[],alecthomas/entityx,6542,220,Multi-Core,False,5.0,52.5,10.562000000000001,5.0,9.2,3.362885967594008,2.59,1.49,0.22,0.88,"{'useful_comment_density': 'useful_comment_density percentile: 22.07792207792208(+0.2207792207792208)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 63.63636363636363(+0.36363636363636365)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 48.05194805194805(+0.5194805194805194)', 'propagation_cost': 'propagation_cost percentile: 22.07792207792208(+0.7792207792207791)', 'core_size': 'core_size percentile: 29.22077922077922(+0.7077922077922078)'}",LOC,77
498,[],letscontrolit/ESPEasy,40017,4422,Core-Periphery,True,7.3,51.3,6.747000000000001,4.3,22.0,11.050303620961092,3.04,1.65,0.55,0.84,"{'useful_comment_density': 'useful_comment_density percentile: 55.067567567567565(+0.5506756756756757)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 49.32432432432432(+0.5067567567567568)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 66.89189189189189(+0.33108108108108114)', 'propagation_cost': 'propagation_cost percentile: 8.108108108108109(+0.9189189189189189)', 'core_size': 'core_size percentile: 27.027027027027028(+0.7297297297297297)'}",LOC,148
501,[],miguelfreitas/twister-core,94830,3614,Core-Periphery,True,55.8,55.8,53.883,11.8,20.9,3.8110302646841716,1.85,0.19,0.57,1.09,"{'useful_comment_density': 'useful_comment_density percentile: 56.58914728682171(+0.5658914728682171)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 75.5813953488372(+0.24418604651162795)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 15.503875968992247(+0.8449612403100776)', 'propagation_cost': 'propagation_cost percentile: 89.92248062015504(+0.10077519379844958)', 'core_size': 'core_size percentile: 90.69767441860465(+0.09302325581395351)'}",LOC,129
502,[],vgough/encfs,62533,6280,Core-Periphery,True,10.8,35.1,12.214,2.7,32.1,10.042697455743367,3.26,1.23,0.82,1.21,"{'useful_comment_density': 'useful_comment_density percentile: 82.0(+0.82)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 20.333333333333332(+0.7966666666666667)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 58.666666666666664(+0.41333333333333333)', 'propagation_cost': 'propagation_cost percentile: 33.333333333333336(+0.6666666666666665)', 'core_size': 'core_size percentile: 44.0(+0.56)'}",LOC,150
503,['webassembly'],WebAssembly/wabt,40217,2318,Core-Periphery,True,6.5,17.7,16.155,18.5,4.9,5.763731755227889,2.06,1.36,0.03,0.67,"{'useful_comment_density': 'useful_comment_density percentile: 3.0201342281879193(+0.030201342281879193)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 92.61744966442953(+0.07382550335570472)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 40.26845637583892(+0.5973154362416108)', 'propagation_cost': 'propagation_cost percentile: 40.26845637583892(+0.5973154362416108)', 'core_size': 'core_size percentile: 24.161073825503355(+0.7583892617449665)'}",LOC,149
505,"['audio-applications', 'music-composition', 'sequencer', 'vst', 'music-sequencer', 'composition', 'cross-platform', 'midi', 'music-creation']",helio-fm/helio-workstation,64323,2343,Hierarchical,False,2.4,21.6,6.487,2.8,11.1,3.6425539853551605,3.56,1.79,0.19,1.58,"{'useful_comment_density': 'useful_comment_density percentile: 18.543046357615893(+0.18543046357615892)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 21.52317880794702(+0.7847682119205298)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 20.52980132450331(+0.794701986754967)', 'propagation_cost': 'propagation_cost percentile: 12.582781456953642(+0.8741721854304636)', 'core_size': 'core_size percentile: 8.609271523178808(+0.9139072847682119)'}",LOC,151
506,"['game-engine', 'open-source', 'panda3d', 'cross-platform', 'python', 'panda3d-game-engine', 'game-development', 'opengl', 'multi-platform', 'gamedev', 'c-plus-plus']",panda3d/panda3d,420555,32519,Core-Periphery,True,28.4,20.1,28.245,8.3,21.2,7.7324012317057225,2.61,0.91,0.45,1.25,"{'useful_comment_density': 'useful_comment_density percentile: 45.283018867924525(+0.45283018867924524)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 54.716981132075475(+0.45283018867924524)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 20.754716981132077(+0.7924528301886792)', 'propagation_cost': 'propagation_cost percentile: 54.716981132075475(+0.45283018867924524)', 'core_size': 'core_size percentile: 54.716981132075475(+0.45283018867924524)'}",LOC,53
507,"['cef', 'chrome', 'chromium', 'cross-platform-gui', 'gui-framework', 'gui-toolkit', 'python', 'cefpython']",cztomczak/cefpython,14258,1142,Core-Periphery,True,35.2,14.2,37.442,0.9,73.7,8.009538504699117,2.49,0.27,0.98,1.24,"{'useful_comment_density': 'useful_comment_density percentile: 98.01980198019803(+0.9801980198019803)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 15.841584158415841(+0.8415841584158416)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 60.396039603960396(+0.39603960396039606)', 'propagation_cost': 'propagation_cost percentile: 87.12871287128714(+0.12871287128712866)', 'core_size': 'core_size percentile: 86.13861386138613(+0.13861386138613865)'}",LOC,101
508,[],rescrv/HyperDex,38834,3440,Core-Periphery,True,16.8,28.5,17.855999999999998,7.4,5.4,8.858217026317144,1.8,0.97,0.05,0.78,"{'useful_comment_density': 'useful_comment_density percentile: 5.442176870748299(+0.05442176870748299)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 66.66666666666667(+0.33333333333333326)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 55.78231292517007(+0.4421768707482993)', 'propagation_cost': 'propagation_cost percentile: 47.61904761904762(+0.5238095238095238)', 'core_size': 'core_size percentile: 55.78231292517007(+0.4421768707482993)'}",LOC,147
510,[],yanyiwu/cppjieba,16914,4905,Core-Periphery,True,31.6,31.6,23.320999999999998,3.9,34.6,28.99964526427811,1.86,0.56,0.75,0.55,"{'useful_comment_density': 'useful_comment_density percentile: 75.0(+0.75)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 50.0(+0.5)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 95.37037037037037(+0.046296296296296335)', 'propagation_cost': 'propagation_cost percentile: 61.111111111111114(+0.38888888888888884)', 'core_size': 'core_size percentile: 83.33333333333333(+0.1666666666666667)'}",LOC,108
511,"['juce', 'c-plus-plus', 'cpp', 'audio', 'framework']",WeAreROLI/JUCE,315075,23683,Core-Periphery,True,12.7,24.4,19.489,5.3,27.1,7.516623026263589,3.55,1.43,0.65,1.47,"{'useful_comment_density': 'useful_comment_density percentile: 64.55696202531645(+0.6455696202531646)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 32.91139240506329(+0.6708860759493672)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 20.253164556962027(+0.7974683544303798)', 'propagation_cost': 'propagation_cost percentile: 30.379746835443036(+0.6962025316455697)', 'core_size': 'core_size percentile: 26.582278481012658(+0.7341772151898734)'}",LOC,79
513,"['multibody-dynamics', 'physics-engine', 'physics-simulation', 'robotics', 'biomechanics']",simbody/simbody,211165,25858,Core-Periphery,True,16.4,10.7,28.964000000000002,17.6,48.6,12.245400516184027,2.51,1.07,0.92,0.52,"{'useful_comment_density': 'useful_comment_density percentile: 92.0(+0.92)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 93.0(+0.07)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 55.0(+0.45)', 'propagation_cost': 'propagation_cost percentile: 59.0(+0.41)', 'core_size': 'core_size percentile: 34.0(+0.66)'}",LOC,100
514,[],opengl-tutorials/ogl,221302,31548,Multi-Core,False,4.2,23.5,3.863,7.4,31.2,14.255632574490967,3.47,1.91,0.72,0.84,"{'useful_comment_density': 'useful_comment_density percentile: 72.44897959183673(+0.7244897959183674)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 53.06122448979592(+0.46938775510204084)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 63.265306122448976(+0.3673469387755102)', 'propagation_cost': 'propagation_cost percentile: 3.061224489795918(+0.9693877551020408)', 'core_size': 'core_size percentile: 6.122448979591836(+0.9387755102040817)'}",LOC,98
516,[],qdore/Mutate,17730,2222,Core-Periphery,True,19.7,32.0,13.540999999999999,3.4,30.2,12.532430908065425,2.49,1.01,0.69,0.79,"{'useful_comment_density': 'useful_comment_density percentile: 69.1588785046729(+0.6915887850467289)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 41.12149532710281(+0.5887850467289719)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 80.37383177570094(+0.19626168224299065)', 'propagation_cost': 'propagation_cost percentile: 32.71028037383178(+0.6728971962616822)', 'core_size': 'core_size percentile: 66.35514018691589(+0.3364485981308411)'}",LOC,107
518,"['c-plus-plus', 'loader', 'wavefront', '3d', 'cpp']",syoyo/tinyobjloader,14223,1370,Hierarchical,False,0.0,28.0,11.04,4.0,16.5,9.632285734373902,2.92,1.78,0.4,0.74,"{'useful_comment_density': 'useful_comment_density percentile: 39.603960396039604(+0.39603960396039606)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 55.445544554455445(+0.44554455445544555)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 70.29702970297029(+0.29702970297029707)', 'propagation_cost': 'propagation_cost percentile: 20.792079207920793(+0.7920792079207921)', 'core_size': 'core_size percentile: 1.4851485148514851(+0.9851485148514851)'}",LOC,101
519,[],KDE/krita,416404,19167,Core-Periphery,True,26.4,32.1,26.311,5.7,14.3,4.602981719676084,2.89,1.0,0.23,1.66,"{'useful_comment_density': 'useful_comment_density percentile: 22.641509433962263(+0.22641509433962262)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 30.18867924528302(+0.6981132075471698)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 3.7735849056603774(+0.9622641509433962)', 'propagation_cost': 'propagation_cost percentile: 50.943396226415096(+0.49056603773584906)', 'core_size': 'core_size percentile: 49.056603773584904(+0.5094339622641509)'}",LOC,53
520,[],0ad/0ad,489119,98219,Core-Periphery,True,29.4,35.2,30.12,3.4,47.0,20.080798333329923,3.05,0.81,0.98,1.26,"{'useful_comment_density': 'useful_comment_density percentile: 97.87234042553192(+0.9787234042553191)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 14.893617021276595(+0.851063829787234)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 59.57446808510638(+0.4042553191489362)', 'propagation_cost': 'propagation_cost percentile: 59.57446808510638(+0.4042553191489362)', 'core_size': 'core_size percentile: 59.57446808510638(+0.4042553191489362)'}",LOC,47
522,[],gflags/gflags,2820,48,Core-Periphery,True,14.3,28.6,18.878,0.0,38.3,1.702127659574468,3.28,1.09,0.86,1.33,"{'useful_comment_density': 'useful_comment_density percentile: 86.04651162790698(+0.8604651162790699)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 23.25581395348837(+0.7674418604651163)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 44.18604651162791(+0.5581395348837209)', 'propagation_cost': 'propagation_cost percentile: 34.883720930232556(+0.6511627906976745)', 'core_size': 'core_size percentile: 55.81395348837209(+0.4418604651162791)'}",LOC,43
523,[],include-what-you-use/include-what-you-use,10801,78,Hierarchical,False,2.0,30.4,0.8640000000000001,1.5,70.2,0.7221553559855568,4.5,1.9,0.98,1.62,"{'useful_comment_density': 'useful_comment_density percentile: 97.84946236559139(+0.9784946236559139)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 30.107526881720432(+0.6989247311827956)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 7.526881720430108(+0.9247311827956989)', 'propagation_cost': 'propagation_cost percentile: 0.0(+1.0)', 'core_size': 'core_size percentile: 10.21505376344086(+0.8978494623655914)'}",LOC,93
524,"['starcraft', 'torchcraft', 'bwapi', 'torch', 'reinforcement-learning', 'deep-learning', 'machine-learning']",TorchCraft/TorchCraft,17026,1825,Borderline Core-Periphery,True,5.7,15.7,16.347,4.3,8.2,10.718900505109833,2.09,1.22,0.15,0.72,"{'useful_comment_density': 'useful_comment_density percentile: 14.953271028037383(+0.14953271028037382)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 54.205607476635514(+0.45794392523364486)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 73.83177570093459(+0.2616822429906541)', 'propagation_cost': 'propagation_cost percentile: 42.05607476635514(+0.5794392523364487)', 'core_size': 'core_size percentile: 35.51401869158879(+0.6448598130841121)'}",LOC,107
525,"['voxel-editors', 'voxels']",guillaumechereau/goxel,66202,832,Core-Periphery,True,30.8,57.7,44.075,12.2,20.7,1.2567596145131568,2.04,0.37,0.54,1.13,"{'useful_comment_density': 'useful_comment_density percentile: 53.90070921985816(+0.5390070921985816)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 83.68794326241135(+0.16312056737588648)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 3.5460992907801416(+0.9645390070921985)', 'propagation_cost': 'propagation_cost percentile: 87.23404255319149(+0.12765957446808515)', 'core_size': 'core_size percentile: 75.88652482269504(+0.24113475177304963)'}",LOC,141
528,[],jbeder/yaml-cpp,61025,13194,Core-Periphery,True,17.7,19.7,15.224,4.7,25.9,21.620647275706677,2.35,0.95,0.72,0.68,"{'useful_comment_density': 'useful_comment_density percentile: 71.52777777777777(+0.7152777777777777)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 43.75(+0.5625)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 88.19444444444444(+0.11805555555555557)', 'propagation_cost': 'propagation_cost percentile: 44.44444444444444(+0.5555555555555556)', 'core_size': 'core_size percentile: 60.416666666666664(+0.39583333333333337)'}",LOC,144
530,"['bwapi', 'starcraft', 'c-plus-plus', 'broodwar', 'ai', 'game', 'brood-war-api']",bwapi/bwapi,53212,15229,Borderline Core-Periphery,True,5.3,22.6,12.793,2.7,21.0,28.61948432684357,2.77,1.41,0.56,0.8,"{'useful_comment_density': 'useful_comment_density percentile: 55.94405594405595(+0.5594405594405595)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 26.223776223776223(+0.7377622377622377)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 93.7062937062937(+0.06293706293706293)', 'propagation_cost': 'propagation_cost percentile: 36.36363636363637(+0.6363636363636364)', 'core_size': 'core_size percentile: 23.076923076923077(+0.7692307692307692)'}",LOC,143
533,"['redis', 'key-value', 'persistence', 'database', 'server', 'c-plus-plus', 'rocksdb', 'lmdb', 'leveldb', 'wiredtiger', 'percona', 'forestdb', 'nosql', 'nosql-database', 'lua']",yinqiwen/ardb,58221,7679,Core-Periphery,True,17.3,22.1,22.848000000000003,8.6,15.4,13.189399014101442,1.71,0.77,0.38,0.56,"{'useful_comment_density': 'useful_comment_density percentile: 37.76223776223776(+0.3776223776223776)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 72.02797202797203(+0.27972027972027974)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 72.02797202797203(+0.27972027972027974)', 'propagation_cost': 'propagation_cost percentile: 63.63636363636363(+0.36363636363636365)', 'core_size': 'core_size percentile: 59.44055944055944(+0.4055944055944056)'}",LOC,143
534,"['rpc', 'ice', 'zeroc']",zeroc-ice/ice,207409,34818,Core-Periphery,True,32.4,14.8,30.91,8.6,10.0,16.78712109889156,1.39,0.7,0.03,0.66,"{'useful_comment_density': 'useful_comment_density percentile: 2.857142857142857(+0.02857142857142857)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 58.095238095238095(+0.41904761904761906)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 76.19047619047619(+0.2380952380952381)', 'propagation_cost': 'propagation_cost percentile: 63.80952380952381(+0.3619047619047619)', 'core_size': 'core_size percentile: 65.71428571428571(+0.3428571428571429)'}",LOC,105
535,['quantitative-finance'],lballabio/QuantLib,329415,25118,Hierarchical,False,1.6,22.6,3.555,2.1,10.7,7.625032254147504,3.7,1.86,0.08,1.76,"{'useful_comment_density': 'useful_comment_density percentile: 8.108108108108109(+0.08108108108108109)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 2.7027027027027026(+0.9729729729729729)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 21.62162162162162(+0.7837837837837839)', 'propagation_cost': 'propagation_cost percentile: 8.108108108108109(+0.9189189189189189)', 'core_size': 'core_size percentile: 5.405405405405405(+0.9459459459459459)'}",LOC,74
536,[],ccMSC/ckb,16899,555,Core-Periphery,True,21.9,32.3,21.278000000000002,8.4,24.2,3.284218001065152,2.15,0.74,0.54,0.87,"{'useful_comment_density': 'useful_comment_density percentile: 53.7037037037037(+0.537037037037037)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 82.4074074074074(+0.17592592592592596)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 30.555555555555557(+0.6944444444444444)', 'propagation_cost': 'propagation_cost percentile: 54.629629629629626(+0.4537037037037037)', 'core_size': 'core_size percentile: 71.29629629629629(+0.2870370370370371)'}",LOC,108
537,"['openscenegraph', 'osg', 'cmake', 'scenegraph', 'c-plus-plus', 'opengl', 'opengl-es']",openscenegraph/OpenSceneGraph,283948,20861,Hierarchical,False,2.0,55.9,0.61,2.6,15.2,7.346767718032879,3.89,1.93,0.2,1.76,"{'useful_comment_density': 'useful_comment_density percentile: 20.0(+0.2)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 5.882352941176471(+0.9411764705882354)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 17.647058823529413(+0.8235294117647058)', 'propagation_cost': 'propagation_cost percentile: 0.0(+1.0)', 'core_size': 'core_size percentile: 7.0588235294117645(+0.9294117647058823)'}",LOC,85
538,"['telegram', 'album', 'qqstyle', 'gallery', 'photo', 'photo-selector', 'picture']",TangXiaoLv/TelegramGallery,25471,4272,Borderline Core-Periphery,True,4.0,50.2,4.957,2.3,79.9,16.77201523301009,3.66,1.79,0.99,0.88,"{'useful_comment_density': 'useful_comment_density percentile: 99.21875(+0.9921875)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 29.6875(+0.703125)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 82.03125(+0.1796875)', 'propagation_cost': 'propagation_cost percentile: 4.6875(+0.953125)', 'core_size': 'core_size percentile: 16.40625(+0.8359375)'}",LOC,128
540,"['raft-consensus-algorithm', 'raft', 'raft-protocol', 'raft-cpp', 'raft-cxx', 'distributed-storage', 'distributed-consensus', 'state-machine-replication']",brpc/braft,19059,2434,Core-Periphery,True,43.9,43.9,46.356,12.2,12.6,12.770869405530197,0.69,0.15,0.24,0.3,"{'useful_comment_density': 'useful_comment_density percentile: 23.636363636363637(+0.23636363636363636)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 90.9090909090909(+0.09090909090909094)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 79.0909090909091(+0.20909090909090908)', 'propagation_cost': 'propagation_cost percentile: 93.63636363636364(+0.0636363636363636)', 'core_size': 'core_size percentile: 91.81818181818181(+0.08181818181818187)'}",LOC,110
541,"['deep-learning', 'inference', 'computer-vision', 'embedded', 'image-recognition', 'object-detection', 'segmentation', 'jetson', 'jetson-tx1', 'jetson-tx2', 'jetson-xavier', 'nvidia', 'tensorrt', 'digits', 'caffe', 'video-analytics', 'robotics', 'machine-learning', 'jetson-agx-xavier', 'jetson-nano']",dusty-nv/jetson-inference,2346,230,Core-Periphery,True,10.3,55.2,14.507,0.0,32.7,9.803921568627452,3.09,1.43,0.83,0.83,"{'useful_comment_density': 'useful_comment_density percentile: 83.33333333333333(+0.8333333333333333)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 23.80952380952381(+0.7619047619047619)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 92.85714285714286(+0.07142857142857138)', 'propagation_cost': 'propagation_cost percentile: 14.285714285714286(+0.8571428571428571)', 'core_size': 'core_size percentile: 42.857142857142854(+0.5714285714285715)'}",LOC,42
542,[],zhihu/kids,20199,4639,Core-Periphery,True,57.6,57.6,55.372,6.1,31.7,22.966483489281647,1.24,0.08,0.71,0.45,"{'useful_comment_density': 'useful_comment_density percentile: 71.42857142857143(+0.7142857142857143)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 63.865546218487395(+0.36134453781512604)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 90.75630252100841(+0.09243697478991592)', 'propagation_cost': 'propagation_cost percentile: 94.95798319327731(+0.05042016806722685)', 'core_size': 'core_size percentile: 97.47899159663865(+0.025210084033613498)'}",LOC,119
543,"['security', 'linux-namespaces', 'linux', 'process-isolation', 'seccomp-bpf-policies', 'chroot']",google/nsjail,3215,0,Core-Periphery,True,15.2,60.6,30.211,6.1,7.0,0.0,1.94,0.67,0.19,1.08,"{'useful_comment_density': 'useful_comment_density percentile: 19.23076923076923(+0.1923076923076923)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 76.92307692307692(+0.2307692307692308)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 15.384615384615385(+0.8461538461538461)', 'propagation_cost': 'propagation_cost percentile: 69.23076923076923(+0.3076923076923077)', 'core_size': 'core_size percentile: 63.46153846153846(+0.3653846153846154)'}",LOC,52
544,"['knn-search', 'non-metric', 'neighborhood-graphs', 'k-nn-graphs', 'proximity-graphs', 'lsh', 'locality-sensitive-hashing']",nmslib/nmslib,33323,3643,Core-Periphery,True,22.6,17.9,23.954,2.2,16.3,10.932389040602587,2.18,0.76,0.35,1.07,"{'useful_comment_density': 'useful_comment_density percentile: 34.751773049645394(+0.34751773049645396)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 27.30496453900709(+0.7269503546099291)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 65.95744680851064(+0.3404255319148936)', 'propagation_cost': 'propagation_cost percentile: 59.57446808510638(+0.4042553191489362)', 'core_size': 'core_size percentile: 64.53900709219859(+0.35460992907801414)'}",LOC,141
546,[],rbock/sqlpp11,11491,1044,Core-Periphery,True,7.3,14.6,23.601,0.0,10.9,9.085371160038292,2.35,0.92,0.22,1.21,"{'useful_comment_density': 'useful_comment_density percentile: 21.978021978021978(+0.21978021978021978)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 5.4945054945054945(+0.9450549450549451)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 73.62637362637362(+0.2637362637362638)', 'propagation_cost': 'propagation_cost percentile: 61.53846153846154(+0.3846153846153846)', 'core_size': 'core_size percentile: 46.15384615384615(+0.5384615384615384)'}",LOC,91
547,"['network', 'packet-parsing', 'packet-analyser', 'packets', 'sniffing', 'pcap', 'libpcap']",mfontanini/libtins,15691,699,Core-Periphery,True,18.2,51.7,15.338,3.8,32.1,4.454782996622267,2.85,1.04,0.75,1.06,"{'useful_comment_density': 'useful_comment_density percentile: 74.52830188679245(+0.7452830188679245)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 50.943396226415096(+0.49056603773584906)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 43.39622641509434(+0.5660377358490566)', 'propagation_cost': 'propagation_cost percentile: 33.9622641509434(+0.660377358490566)', 'core_size': 'core_size percentile: 62.264150943396224(+0.37735849056603776)'}",LOC,106
