,topics,project_name,useful_lines_of_code_(uloc),duplicate_uloc,architecture_type,core,core_size,central_size,propagation_cost,percent_files_overly_complex,useful_comment_density,percent_duplicate_uloc,overall_score,architecture_score,clarity_score,complexity_score,explanation,benchmark_selection,benchmark_count
100,"['trinitycore', 'wow', 'multi-platform', 'multiplayer', 'mmorpg']",TrinityCore/TrinityCore,710887,70973,Core-Periphery,True,24.6,30.0,27.47,16.0,16.2,9.983724558192792,2.06,0.94,0.24,0.88,"{'useful_comment_density': 'useful_comment_density percentile: 24.242424242424242(+0.24242424242424243)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 87.87878787878788(+0.12121212121212124)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 24.242424242424242(+0.7575757575757575)', 'propagation_cost': 'propagation_cost percentile: 54.54545454545455(+0.45454545454545453)', 'core_size': 'core_size percentile: 51.515151515151516(+0.48484848484848486)'}",LOC,33
101,"['emulation', 'gamecube', 'wii', 'emulator', 'cpp']",dolphin-emu/dolphin,508648,42136,Core-Periphery,True,18.6,21.1,22.627,8.3,25.5,8.283921297242888,3.24,1.29,0.62,1.33,"{'useful_comment_density': 'useful_comment_density percentile: 62.22222222222222(+0.6222222222222222)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 44.44444444444444(+0.5555555555555556)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 22.22222222222222(+0.7777777777777777)', 'propagation_cost': 'propagation_cost percentile: 42.22222222222222(+0.5777777777777778)', 'core_size': 'core_size percentile: 28.88888888888889(+0.7111111111111111)'}",LOC,45
103,"['header-only', 'cpp11', 'cpp', 'logging']",gabime/spdlog,13664,242,Core-Periphery,True,6.4,17.9,25.033,1.3,14.9,1.7710772833723651,2.88,0.95,0.37,1.56,"{'useful_comment_density': 'useful_comment_density percentile: 36.633663366336634(+0.36633663366336633)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 23.26732673267327(+0.7673267326732673)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 20.792079207920793(+0.7920792079207921)', 'propagation_cost': 'propagation_cost percentile: 65.34653465346534(+0.3465346534653466)', 'core_size': 'core_size percentile: 39.603960396039604(+0.6039603960396039)'}",LOC,101
104,"['zeromq', 'zmq', 'messaging', 'concurrency', 'pubsub', 'pushpull', 'stream', 'libzmq', 'zmtp', 'network', 'networking']",zeromq/libzmq,27447,2147,Core-Periphery,True,42.3,42.3,44.17100000000001,5.9,22.0,7.822348526250591,1.68,0.23,0.51,0.94,"{'useful_comment_density': 'useful_comment_density percentile: 50.79365079365079(+0.5079365079365079)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 55.55555555555556(+0.4444444444444444)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 50.79365079365079(+0.4920634920634921)', 'propagation_cost': 'propagation_cost percentile: 89.68253968253968(+0.10317460317460317)', 'core_size': 'core_size percentile: 87.3015873015873(+0.12698412698412695)'}",LOC,126
105,[],abseil/abseil-cpp,59817,3617,Core-Periphery,True,28.4,35.3,30.715999999999998,1.6,33.7,6.046776000133741,2.88,0.53,0.86,1.49,"{'useful_comment_density': 'useful_comment_density percentile: 86.01398601398601(+0.8601398601398601)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 10.13986013986014(+0.8986013986013986)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 40.55944055944056(+0.5944055944055944)', 'propagation_cost': 'propagation_cost percentile: 74.12587412587412(+0.2587412587412588)', 'core_size': 'core_size percentile: 72.72727272727273(+0.27272727272727265)'}",LOC,143
108,"['tensorflow', 'uber', 'machine-learning', 'machinelearning', 'mpi', 'baidu', 'deep-learning', 'deeplearning', 'keras', 'pytorch', 'mxnet']",uber/horovod,5320,263,Multi-Core,False,5.8,26.1,13.17,2.9,17.1,4.943609022556391,2.58,1.23,0.56,0.79,"{'useful_comment_density': 'useful_comment_density percentile: 56.0(+0.56)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 56.0(+0.44)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 65.33333333333333(+0.34666666666666673)', 'propagation_cost': 'propagation_cost percentile: 33.333333333333336(+0.6666666666666665)', 'core_size': 'core_size percentile: 44.0(+0.56)'}",LOC,75
109,[],360Controller/360Controller,4220,972,Core-Periphery,True,10.0,56.0,5.96,0.0,13.3,23.033175355450236,2.66,1.32,0.45,0.89,"{'useful_comment_density': 'useful_comment_density percentile: 45.0(+0.45)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 15.833333333333334(+0.8416666666666667)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 95.0(+0.05)', 'propagation_cost': 'propagation_cost percentile: 6.666666666666667(+0.9333333333333332)', 'core_size': 'core_size percentile: 61.666666666666664(+0.38333333333333336)'}",LOC,60
110,"['crow', 'c-plus-plus', 'webserver', 'header-only']",ipkn/crow,6273,226,Hierarchical,False,0.0,9.4,33.496,3.1,8.8,3.602741909772039,2.31,1.15,0.2,0.96,"{'useful_comment_density': 'useful_comment_density percentile: 20.0(+0.2)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 51.25(+0.4875)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 52.5(+0.475)', 'propagation_cost': 'propagation_cost percentile: 82.5(+0.175)', 'core_size': 'core_size percentile: 2.5(+0.975)'}",LOC,80
111,"['keepassxc', 'keepass', 'password-manager', 'linux', 'osx', 'windows', 'cross-platform', 'yubikey']",keepassxreboot/keepassxc,66504,757,Multi-Core,False,5.2,24.6,10.152999999999999,8.3,5.0,1.1382773968483098,2.85,1.49,0.04,1.32,"{'useful_comment_density': 'useful_comment_density percentile: 4.285714285714286(+0.04285714285714286)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 66.07142857142857(+0.3392857142857143)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 2.142857142857143(+0.9785714285714286)', 'propagation_cost': 'propagation_cost percentile: 27.142857142857142(+0.7285714285714286)', 'core_size': 'core_size percentile: 24.285714285714285(+0.7571428571428572)'}",LOC,140
112,"['nosql', 'c-plus-plus', 'scylla', 'seastar', 'cassandra']",scylladb/scylla,152230,4286,Core-Periphery,True,41.1,41.1,43.528,3.9,12.2,2.8154765814885367,2.28,0.44,0.08,1.76,"{'useful_comment_density': 'useful_comment_density percentile: 8.256880733944953(+0.08256880733944953)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 18.34862385321101(+0.8165137614678899)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 5.504587155963303(+0.944954128440367)', 'propagation_cost': 'propagation_cost percentile: 78.89908256880734(+0.21100917431192656)', 'core_size': 'core_size percentile: 77.06422018348624(+0.22935779816513757)'}",LOC,109
113,"['c-plus-plus', 'python', 'nearest-neighbor-search', 'locality-sensitive-hashing', 'approximate-nearest-neighbor-search', 'golang', 'lua']",spotify/annoy,1503,22,Hierarchical,False,0.0,57.1,30.612,0.0,12.2,1.4637391882900865,3.24,1.46,0.48,1.3,"{'useful_comment_density': 'useful_comment_density percentile: 48.0(+0.48)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 30.0(+0.7)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 40.0(+0.6)', 'propagation_cost': 'propagation_cost percentile: 48.0(+0.52)', 'core_size': 'core_size percentile: 6.0(+0.94)'}",LOC,25
116,"['computer-vision', 'machine-learning', 'artificial-intelligence', 'plate-recognition', 'unconstrained-situation']",liuruoze/EasyPR,13244,922,Core-Periphery,True,11.5,32.8,21.15,6.6,20.5,6.961643008154636,2.13,0.93,0.52,0.68,"{'useful_comment_density': 'useful_comment_density percentile: 51.515151515151516(+0.5151515151515151)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 75.75757575757575(+0.2424242424242425)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 56.56565656565657(+0.4343434343434343)', 'propagation_cost': 'propagation_cost percentile: 52.525252525252526(+0.47474747474747475)', 'core_size': 'core_size percentile: 54.54545454545455(+0.45454545454545453)'}",LOC,99
117,"['jpeg', 'lossless-compression-algorithm', 'decompression', 'compression-algorithm', 'compression']",dropbox/lepton,48751,2110,Core-Periphery,True,15.4,26.6,19.384,4.2,16.0,4.328116346331357,2.57,0.95,0.36,1.26,"{'useful_comment_density': 'useful_comment_density percentile: 36.241610738255034(+0.3624161073825503)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 45.63758389261745(+0.5436241610738255)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 28.859060402684563(+0.7114093959731543)', 'propagation_cost': 'propagation_cost percentile: 53.691275167785236(+0.46308724832214765)', 'core_size': 'core_size percentile: 51.67785234899329(+0.4832214765100671)'}",LOC,149
118,[],tjanczuk/edge,10206,412,Core-Periphery,True,47.8,47.8,54.967,8.7,32.6,4.036841073878111,1.58,0.08,0.81,0.69,"{'useful_comment_density': 'useful_comment_density percentile: 80.64516129032258(+0.8064516129032258)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 80.64516129032258(+0.19354838709677424)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 50.53763440860215(+0.4946236559139785)', 'propagation_cost': 'propagation_cost percentile: 97.84946236559139(+0.021505376344086072)', 'core_size': 'core_size percentile: 94.6236559139785(+0.05376344086021504)'}",LOC,93
119,"['audio', 'audio-utility', 'macos', 'cpp', 'objective-c']",kyleneideck/BackgroundMusic,14203,1182,Borderline Core-Periphery,True,5.1,37.6,5.655,5.1,30.5,8.32218545377737,3.06,1.59,0.75,0.72,"{'useful_comment_density': 'useful_comment_density percentile: 74.50980392156863(+0.7450980392156863)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 64.70588235294117(+0.35294117647058826)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 63.72549019607843(+0.3627450980392157)', 'propagation_cost': 'propagation_cost percentile: 6.862745098039215(+0.9313725490196079)', 'core_size': 'core_size percentile: 34.31372549019608(+0.6568627450980392)'}",LOC,102
121,"['xposed', 'android']",rovo89/Xposed,2068,28,Core-Periphery,True,16.7,16.7,31.480999999999998,0.0,23.4,1.3539651837524178,2.77,0.75,0.69,1.33,"{'useful_comment_density': 'useful_comment_density percentile: 69.44444444444444(+0.6944444444444444)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 27.77777777777778(+0.7222222222222223)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 38.888888888888886(+0.6111111111111112)', 'propagation_cost': 'propagation_cost percentile: 63.888888888888886(+0.36111111111111116)', 'core_size': 'core_size percentile: 61.111111111111114(+0.38888888888888884)'}",LOC,36
122,[],pybind/pybind11,10890,0,Core-Periphery,True,43.5,8.7,44.591,0.0,24.3,0.0,2.71,0.15,0.62,1.94,"{'useful_comment_density': 'useful_comment_density percentile: 62.234042553191486(+0.6223404255319148)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 5.851063829787234(+0.9414893617021276)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 0.0(+1.0)', 'propagation_cost': 'propagation_cost percentile: 93.61702127659575(+0.06382978723404249)', 'core_size': 'core_size percentile: 91.48936170212765(+0.08510638297872347)'}",LOC,94
123,[],avast-tl/retdec,225964,30295,Multi-Core,False,4.8,27.0,11.620999999999999,3.6,30.6,13.407002885415375,3.69,1.72,0.69,1.28,"{'useful_comment_density': 'useful_comment_density percentile: 69.3069306930693(+0.693069306930693)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 14.356435643564357(+0.8564356435643564)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 57.42574257425743(+0.42574257425742573)', 'propagation_cost': 'propagation_cost percentile: 19.801980198019802(+0.8019801980198019)', 'core_size': 'core_size percentile: 7.920792079207921(+0.9207920792079207)'}",LOC,101
124,"['simulation', 'robotics', 'kinematics', 'virtual-reality', 'reinforcement-learning', 'computer-animation', 'game-development']",bulletphysics/bullet3,1110761,455857,Borderline Core-Periphery,True,4.7,33.2,4.144,8.2,7.2,41.04006172344906,2.72,2.0,0.0,0.72,"{'useful_comment_density': 'useful_comment_density percentile: 0.0(+0.0)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 40.0(+0.6)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 88.0(+0.12)', 'propagation_cost': 'propagation_cost percentile: 0.0(+1.0)', 'core_size': 'core_size percentile: 0.0(+1.0)'}",NEAREST,25
125,"['appserver', 'application-server', 'ruby', 'nodejs', 'cloud']",phusion/passenger,308736,84381,Core-Periphery,True,23.2,17.0,23.793000000000003,3.4,27.4,27.331117848258707,2.81,1.16,0.65,1.0,"{'useful_comment_density': 'useful_comment_density percentile: 65.0(+0.65)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 16.25(+0.8375)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 83.75(+0.1625)', 'propagation_cost': 'propagation_cost percentile: 41.25(+0.5875)', 'core_size': 'core_size percentile: 42.5(+0.575)'}",LOC,80
127,"['c-plus-plus', 'seastar', 'dpdk', 'async', 'aio']",scylladb/seastar,38642,294,Hierarchical,False,3.1,15.1,18.002,1.9,17.2,0.7608301847730449,3.55,1.42,0.35,1.78,"{'useful_comment_density': 'useful_comment_density percentile: 35.13513513513514(+0.35135135135135137)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 20.60810810810811(+0.7939189189189189)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 1.3513513513513513(+0.9864864864864864)', 'propagation_cost': 'propagation_cost percentile: 48.648648648648646(+0.5135135135135136)', 'core_size': 'core_size percentile: 9.45945945945946(+0.9054054054054055)'}",LOC,148
128,[],LUX-Core/lux,224697,16213,Core-Periphery,True,44.2,44.2,42.5,8.5,22.2,7.215494643898228,1.98,0.44,0.4,1.14,"{'useful_comment_density': 'useful_comment_density percentile: 40.0(+0.4)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 59.0(+0.41)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 27.0(+0.73)', 'propagation_cost': 'propagation_cost percentile: 77.0(+0.23)', 'core_size': 'core_size percentile: 79.0(+0.21)'}",LOC,100
129,"['windows', 'squirrel', 'c-sharp', 'installer']",Squirrel/Squirrel.Windows,23347,920,Core-Periphery,True,10.0,26.0,13.24,12.0,26.5,3.940549106951643,2.68,1.33,0.6,0.75,"{'useful_comment_density': 'useful_comment_density percentile: 60.16260162601626(+0.6016260162601627)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 86.99186991869918(+0.1300813008130082)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 38.21138211382114(+0.6178861788617886)', 'propagation_cost': 'propagation_cost percentile: 28.45528455284553(+0.7154471544715447)', 'core_size': 'core_size percentile: 39.02439024390244(+0.6097560975609756)'}",LOC,123
130,"['mobile', 'deep-learning', 'neural-network', 'arm', 'mdl', 'baidu', 'embedded', 'mali', 'fpga', 'mobile-deep-learning']",PaddlePaddle/paddle-mobile,25904,18344,Hierarchical,False,3.9,50.1,2.803,0.4,21.6,70.8153180975911,3.27,1.82,0.48,0.97,"{'useful_comment_density': 'useful_comment_density percentile: 48.031496062992126(+0.48031496062992124)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 3.937007874015748(+0.9606299212598425)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 99.21259842519684(+0.007874015748031553)', 'propagation_cost': 'propagation_cost percentile: 2.3622047244094486(+0.9763779527559054)', 'core_size': 'core_size percentile: 15.748031496062993(+0.84251968503937)'}",LOC,127
132,[],facebook/redex,103319,4176,Hierarchical,False,1.4,17.6,6.08,8.2,17.7,4.0418509664243745,3.5,1.84,0.37,1.29,"{'useful_comment_density': 'useful_comment_density percentile: 37.39495798319328(+0.3739495798319328)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 55.46218487394958(+0.4453781512605042)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 15.966386554621849(+0.8403361344537815)', 'propagation_cost': 'propagation_cost percentile: 11.764705882352942(+0.8823529411764706)', 'core_size': 'core_size percentile: 4.201680672268908(+0.957983193277311)'}",LOC,119
133,"['text-editor', 'c-plus-plus', 'console-application', 'kakoune', 'vim', 'modal-editing']",mawww/kakoune,20831,110,Core-Periphery,True,18.9,24.2,32.461,8.3,2.5,0.5280591426239739,1.88,0.61,0.03,1.24,"{'useful_comment_density': 'useful_comment_density percentile: 2.5(+0.025)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 74.16666666666667(+0.2583333333333333)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 1.6666666666666667(+0.9833333333333333)', 'propagation_cost': 'propagation_cost percentile: 78.33333333333333(+0.2166666666666667)', 'core_size': 'core_size percentile: 60.833333333333336(+0.39166666666666666)'}",LOC,120
134,[],hrydgard/ppsspp,355047,44164,Core-Periphery,True,37.7,37.7,37.074,14.3,32.3,12.438916537810488,2.05,0.52,0.77,0.76,"{'useful_comment_density': 'useful_comment_density percentile: 77.27272727272727(+0.7727272727272727)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 87.87878787878788(+0.12121212121212124)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 36.36363636363637(+0.6363636363636364)', 'propagation_cost': 'propagation_cost percentile: 75.75757575757575(+0.2424242424242425)', 'core_size': 'core_size percentile: 72.72727272727273(+0.27272727272727265)'}",LOC,66
135,"['cplusplus', 'mesos', 'cloud']",apache/mesos,272431,57451,Core-Periphery,True,51.0,51.0,54.211000000000006,5.7,23.1,21.088275563353655,1.6,0.26,0.43,0.91,"{'useful_comment_density': 'useful_comment_density percentile: 43.18181818181818(+0.4318181818181818)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 34.09090909090909(+0.6590909090909091)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 75.0(+0.25)', 'propagation_cost': 'propagation_cost percentile: 88.63636363636364(+0.11363636363636359)', 'core_size': 'core_size percentile: 85.22727272727273(+0.14772727272727265)'}",LOC,88
136,"['polybar', 'linux', 'bar', 'window-manager', 'i3wm', 'bspwm']",jaagr/polybar,15785,262,Core-Periphery,True,7.4,23.3,14.565999999999999,5.6,13.3,1.6598036110231233,2.68,1.22,0.31,1.15,"{'useful_comment_density': 'useful_comment_density percentile: 31.132075471698112(+0.3113207547169811)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 67.9245283018868(+0.32075471698113206)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 16.9811320754717(+0.8301886792452831)', 'propagation_cost': 'propagation_cost percentile: 32.075471698113205(+0.679245283018868)', 'core_size': 'core_size percentile: 46.22641509433962(+0.5377358490566038)'}",LOC,106
137,[],zcash/zcash,86250,4066,Core-Periphery,True,40.4,40.4,43.08,6.6,18.7,4.714202898550725,2.12,0.35,0.49,1.28,"{'useful_comment_density': 'useful_comment_density percentile: 48.818897637795274(+0.4881889763779527)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 46.06299212598425(+0.5393700787401575)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 25.984251968503937(+0.7401574803149606)', 'propagation_cost': 'propagation_cost percentile: 82.67716535433071(+0.17322834645669288)', 'core_size': 'core_size percentile: 81.88976377952756(+0.18110236220472445)'}",LOC,127
138,[],ninja-build/ninja,11041,692,Core-Periphery,True,12.6,18.4,22.724,10.3,15.3,6.267548229327054,1.71,0.82,0.37,0.52,"{'useful_comment_density': 'useful_comment_density percentile: 36.95652173913044(+0.3695652173913044)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 88.04347826086956(+0.11956521739130438)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 59.78260869565217(+0.40217391304347827)', 'propagation_cost': 'propagation_cost percentile: 57.608695652173914(+0.42391304347826086)', 'core_size': 'core_size percentile: 60.869565217391305(+0.391304347826087)'}",LOC,92
139,[],sass/libsass,23230,590,Core-Periphery,True,66.7,66.7,68.538,16.0,19.9,2.539819199311235,1.28,0.02,0.44,0.82,"{'useful_comment_density': 'useful_comment_density percentile: 43.54838709677419(+0.43548387096774194)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 94.35483870967742(+0.05645161290322576)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 23.387096774193548(+0.7661290322580645)', 'propagation_cost': 'propagation_cost percentile: 99.19354838709677(+0.008064516129032313)', 'core_size': 'core_size percentile: 99.19354838709677(+0.008064516129032313)'}",LOC,124
140,['pagespeed'],apache/incubator-pagespeed-ngx,4279,0,Core-Periphery,True,46.2,46.2,50.888000000000005,7.7,27.5,0.0,1.95,0.1,0.79,1.06,"{'useful_comment_density': 'useful_comment_density percentile: 79.03225806451613(+0.7903225806451613)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 83.87096774193549(+0.16129032258064513)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 9.67741935483871(+0.903225806451613)', 'propagation_cost': 'propagation_cost percentile: 95.16129032258064(+0.048387096774193596)', 'core_size': 'core_size percentile: 95.16129032258064(+0.048387096774193596)'}",LOC,62
141,"['slam', 'mapping', 'localization', 'robotics', 'self-driving']",googlecartographer/cartographer,27492,2654,Core-Periphery,True,10.6,25.8,13.488,1.9,15.6,9.65371744507493,2.81,1.33,0.3,1.18,"{'useful_comment_density': 'useful_comment_density percentile: 30.158730158730158(+0.30158730158730157)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 21.03174603174603(+0.7896825396825398)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 61.111111111111114(+0.38888888888888884)', 'propagation_cost': 'propagation_cost percentile: 27.77777777777778(+0.7222222222222223)', 'core_size': 'core_size percentile: 38.888888888888886(+0.6111111111111112)'}",LOC,126
143,[],keepassx/keepassx,17273,78,Hierarchical,False,2.0,23.8,8.43,7.4,3.8,0.45157181728709544,3.06,1.79,0.05,1.22,"{'useful_comment_density': 'useful_comment_density percentile: 4.62962962962963(+0.0462962962962963)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 75.92592592592592(+0.24074074074074076)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 1.8518518518518519(+0.9814814814814815)', 'propagation_cost': 'propagation_cost percentile: 13.88888888888889(+0.8611111111111112)', 'core_size': 'core_size percentile: 7.407407407407407(+0.9259259259259259)'}",LOC,108
144,"['optimizer', 'ubuntu', 'system-information', 'system', 'linux', 'desktop-application', 'monitoring', 'stacer']",oguzhaninan/Stacer,3876,0,Multi-Core,False,4.4,13.3,12.37,0.0,5.9,0.0,3.31,1.46,0.14,1.71,"{'useful_comment_density': 'useful_comment_density percentile: 14.285714285714286(+0.14285714285714288)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 18.75(+0.8125)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 10.714285714285714(+0.8928571428571429)', 'propagation_cost': 'propagation_cost percentile: 28.571428571428573(+0.7142857142857143)', 'core_size': 'core_size percentile: 25.0(+0.75)'}",LOC,56
145,"['debugger', 'gdb', 'reverse-execution', 'linux']",mozilla/rr,72145,2186,Core-Periphery,True,13.3,75.7,5.939,4.7,18.6,3.0300090096333774,3.4,1.4,0.47,1.53,"{'useful_comment_density': 'useful_comment_density percentile: 47.48201438848921(+0.47482014388489213)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 35.25179856115108(+0.6474820143884892)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 11.510791366906474(+0.8848920863309353)', 'propagation_cost': 'propagation_cost percentile: 11.510791366906474(+0.8848920863309353)', 'core_size': 'core_size percentile: 48.92086330935252(+0.5107913669064748)'}",LOC,139
147,"['asset-pipeline', 'assets', 'game-development', 'c-plus-plus', 'assimp', 'patreon', 'stl', 'dae', 'collada', 'cmake', 'objective-c', 'ifc', 'fbx', 'android', '3mf']",assimp/assimp,185578,15772,Core-Periphery,True,35.4,35.4,36.497,13.6,34.7,8.498852234639882,2.04,0.5,0.83,0.71,"{'useful_comment_density': 'useful_comment_density percentile: 83.17757009345794(+0.8317757009345794)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 83.64485981308411(+0.1635514018691589)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 44.85981308411215(+0.5514018691588786)', 'propagation_cost': 'propagation_cost percentile: 74.76635514018692(+0.2523364485981308)', 'core_size': 'core_size percentile: 74.76635514018692(+0.2523364485981308)'}",LOC,107
148,[],Z3Prover/z3,327872,10225,Core-Periphery,True,76.4,76.4,75.593,19.5,9.9,3.11859506148741,1.04,0.0,0.04,1.0,"{'useful_comment_density': 'useful_comment_density percentile: 4.109589041095891(+0.04109589041095891)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 98.63013698630137(+0.013698630136986339)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 1.36986301369863(+0.9863013698630136)', 'propagation_cost': 'propagation_cost percentile: 100.0(+0.0)', 'core_size': 'core_size percentile: 100.0(+0.0)'}",LOC,73
149,[],tekezo/Karabiner,21495,524,Hierarchical,False,3.4,50.9,4.813,1.9,13.2,2.4377762270295418,3.58,1.8,0.24,1.54,"{'useful_comment_density': 'useful_comment_density percentile: 24.390243902439025(+0.24390243902439024)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 23.577235772357724(+0.7642276422764227)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 22.764227642276424(+0.7723577235772358)', 'propagation_cost': 'propagation_cost percentile: 4.878048780487805(+0.951219512195122)', 'core_size': 'core_size percentile: 15.447154471544716(+0.8455284552845528)'}",LOC,123
150,"['radare2', 'cutter', 'gui', 'reverse-engineering', 'security']",radareorg/cutter,17997,135,Core-Periphery,True,70.0,70.0,67.362,7.0,7.4,0.7501250208368062,1.39,0.03,0.13,1.23,"{'useful_comment_density': 'useful_comment_density percentile: 13.063063063063064(+0.13063063063063063)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 70.27027027027027(+0.29729729729729726)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 6.306306306306307(+0.9369369369369369)', 'propagation_cost': 'propagation_cost percentile: 98.1981981981982(+0.01801801801801801)', 'core_size': 'core_size percentile: 99.09909909909909(+0.009009009009009077)'}",LOC,111
151,"['arducopter', 'ardupilot', 'arduplane', 'ardurover', 'ardusub', 'uav', 'drone', 'plane', 'copter', 'rover', 'sub', 'autopilot', 'mavlink', 'dronekit', 'uas', 'ros', 'ugv', 'rov', 'robotics', 'auv']",ArduPilot/ardupilot,146238,14527,Core-Periphery,True,55.3,55.3,54.766000000000005,10.1,41.6,9.933806534553263,1.92,0.22,0.92,0.78,"{'useful_comment_density': 'useful_comment_density percentile: 92.3076923076923(+0.923076923076923)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 67.3076923076923(+0.3269230769230769)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 54.80769230769231(+0.4519230769230769)', 'propagation_cost': 'propagation_cost percentile: 89.42307692307692(+0.1057692307692308)', 'core_size': 'core_size percentile: 88.46153846153847(+0.11538461538461534)'}",LOC,104
