,topics,project_name,useful_lines_of_code_(uloc),duplicate_uloc,architecture_type,core,core_size,central_size,propagation_cost,percent_files_overly_complex,useful_comment_density,percent_duplicate_uloc,overall_score,architecture_score,clarity_score,complexity_score,explanation,benchmark_selection,benchmark_count
253,[],alibaba/freeline,4297,44,Core-Periphery,True,6.1,34.1,8.447000000000001,1.2,11.5,1.0239702117756575,3.4,1.54,0.41,1.45,"{'useful_comment_density': 'useful_comment_density percentile: 41.08108108108108(+0.41081081081081083)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 32.432432432432435(+0.6756756756756757)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 22.7027027027027(+0.772972972972973)', 'propagation_cost': 'propagation_cost percentile: 8.64864864864865(+0.9135135135135135)', 'core_size': 'core_size percentile: 37.567567567567565(+0.6243243243243244)'}",LOC,185
255,"['zap', 'owasp-zap', 'zap-development', 'dast', 'appsec', 'zaproxy', 'owasp', 'security', 'security-scanner']",zaproxy/zaproxy,133873,6454,Core-Periphery,True,62.0,62.0,60.333,10.1,25.7,4.820987054895311,1.59,0.0,0.7,0.89,"{'useful_comment_density': 'useful_comment_density percentile: 69.62025316455696(+0.6962025316455696)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 88.60759493670886(+0.11392405063291136)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 22.78481012658228(+0.7721518987341773)', 'propagation_cost': 'propagation_cost percentile: 100.0(+0.0)', 'core_size': 'core_size percentile: 100.0(+0.0)'}",LOC,79
256,"['android', 'zhihu', 'rx', 'bazel', 'docker']",izzyleung/ZhihuDailyPurify,1399,0,Core-Periphery,True,7.4,22.2,17.558,0.0,1.1,0.0,2.9,1.4,0.04,1.46,"{'useful_comment_density': 'useful_comment_density percentile: 3.787878787878788(+0.03787878787878788)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 34.09090909090909(+0.6590909090909091)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 19.696969696969695(+0.8030303030303031)', 'propagation_cost': 'propagation_cost percentile: 27.272727272727273(+0.7272727272727272)', 'core_size': 'core_size percentile: 32.95454545454545(+0.6704545454545454)'}",LOC,132
257,[],gabrielemariotti/cardslib,24353,7641,Core-Periphery,True,12.0,20.7,18.742,2.6,28.8,31.376011169055147,2.14,0.75,0.84,0.55,"{'useful_comment_density': 'useful_comment_density percentile: 83.69565217391305(+0.8369565217391305)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 46.46739130434783(+0.5353260869565217)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 98.3695652173913(+0.016304347826087025)', 'propagation_cost': 'propagation_cost percentile: 60.869565217391305(+0.391304347826087)', 'core_size': 'core_size percentile: 64.1304347826087(+0.35869565217391297)'}",LOC,184
259,"['java', 'java-library']",vipshop/vjtools,14078,474,Hierarchical,False,1.4,25.2,2.0269999999999997,1.0,20.7,3.3669555334564567,3.99,1.87,0.69,1.43,"{'useful_comment_density': 'useful_comment_density percentile: 69.40639269406392(+0.6940639269406392)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 20.091324200913242(+0.7990867579908675)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 36.529680365296805(+0.634703196347032)', 'propagation_cost': 'propagation_cost percentile: 3.65296803652968(+0.9634703196347032)', 'core_size': 'core_size percentile: 9.360730593607306(+0.906392694063927)'}",LOC,219
260,"['parsing', 'parser-generator', 'antlr', 'antlr4', 'java', 'grammar', 'python', 'parse', 'language-recognition', 'javascript', 'csharp', 'swift', 'cpp', 'golang']",antlr/antlr4,49214,4310,Core-Periphery,True,26.0,26.0,38.779,5.6,26.3,8.757670581541838,1.8,0.37,0.83,0.6,"{'useful_comment_density': 'useful_comment_density percentile: 82.83582089552239(+0.8283582089552239)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 71.64179104477611(+0.28358208955223885)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 68.65671641791045(+0.31343283582089554)', 'propagation_cost': 'propagation_cost percentile: 88.05970149253731(+0.11940298507462685)', 'core_size': 'core_size percentile: 74.6268656716418(+0.25373134328358204)'}",LOC,134
261,"['java', 'material', 'calendar', 'android']",prolificinteractive/material-calendarview,3446,24,Core-Periphery,True,22.8,22.8,31.333000000000002,5.3,17.3,0.6964596633778294,1.94,0.33,0.6,1.01,"{'useful_comment_density': 'useful_comment_density percentile: 60.1063829787234(+0.601063829787234)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 79.25531914893617(+0.20744680851063835)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 19.680851063829788(+0.803191489361702)', 'propagation_cost': 'propagation_cost percentile: 80.31914893617021(+0.1968085106382979)', 'core_size': 'core_size percentile: 86.70212765957447(+0.1329787234042553)'}",LOC,188
262,"['permission', 'android-permission', 'runtime-permission']",yanzhenjie/AndPermission,6780,1356,Borderline Core-Periphery,True,4.5,51.5,8.247,0.0,9.6,20.0,2.75,1.52,0.27,0.96,"{'useful_comment_density': 'useful_comment_density percentile: 27.07182320441989(+0.27071823204419887)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 9.392265193370166(+0.9060773480662984)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 94.47513812154696(+0.05524861878453038)', 'propagation_cost': 'propagation_cost percentile: 17.679558011049725(+0.8232044198895028)', 'core_size': 'core_size percentile: 29.834254143646408(+0.701657458563536)'}",LOC,181
263,[],weibocom/motan,29184,1998,Hierarchical,False,1.5,23.8,6.199,1.9,12.4,6.846217105263158,3.01,1.6,0.38,1.03,"{'useful_comment_density': 'useful_comment_density percentile: 38.125(+0.38125)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 32.5(+0.675)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 64.375(+0.35625)', 'propagation_cost': 'propagation_cost percentile: 23.75(+0.7625)', 'core_size': 'core_size percentile: 16.25(+0.8375)'}",LOC,160
264,[],etsy/AndroidStaggeredGrid,2808,120,Core-Periphery,True,15.4,23.1,26.627,15.4,20.0,4.273504273504273,1.71,0.61,0.7,0.4,"{'useful_comment_density': 'useful_comment_density percentile: 70.05347593582887(+0.7005347593582887)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 98.39572192513369(+0.01604278074866315)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 62.032085561497325(+0.37967914438502676)', 'propagation_cost': 'propagation_cost percentile: 70.05347593582887(+0.2994652406417113)', 'core_size': 'core_size percentile: 69.25133689839572(+0.3074866310160428)'}",LOC,187
265,[],AsyncHttpClient/async-http-client,26316,1051,Core-Periphery,True,22.2,23.3,31.29,4.2,10.8,3.993768049855601,1.79,0.41,0.32,1.06,"{'useful_comment_density': 'useful_comment_density percentile: 32.20338983050848(+0.3220338983050848)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 61.016949152542374(+0.3898305084745763)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 33.333333333333336(+0.6666666666666665)', 'propagation_cost': 'propagation_cost percentile: 83.61581920903954(+0.16384180790960456)', 'core_size': 'core_size percentile: 75.70621468926554(+0.24293785310734464)'}",LOC,177
266,[],JakeWharton/DiskLruCache,1436,0,Hierarchical,False,0.0,20.0,52.0,20.0,18.0,0.0,2.48,0.97,0.7,0.81,"{'useful_comment_density': 'useful_comment_density percentile: 70.28985507246377(+0.7028985507246377)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 99.27536231884058(+0.007246376811594218)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 19.565217391304348(+0.8043478260869565)', 'propagation_cost': 'propagation_cost percentile: 96.3768115942029(+0.036231884057970946)', 'core_size': 'core_size percentile: 6.521739130434782(+0.9347826086956522)'}",LOC,138
267,"['android', 'android-book']",commonsguy/cw-omnibus,80326,18787,Hierarchical,False,0.8,52.0,0.19899999999999998,1.1,11.0,23.388442098448824,3.31,1.99,0.28,1.04,"{'useful_comment_density': 'useful_comment_density percentile: 27.722772277227723(+0.27722772277227725)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 2.9702970297029703(+0.9702970297029703)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 93.06930693069307(+0.06930693069306926)', 'propagation_cost': 'propagation_cost percentile: 0.0(+1.0)', 'core_size': 'core_size percentile: 0.9900990099009901(+0.9900990099009901)'}",LOC,101
268,[],square/sqlbrite,3004,246,Core-Periphery,True,21.9,6.2,30.761999999999997,3.1,14.3,8.189081225033288,1.5,0.34,0.58,0.58,"{'useful_comment_density': 'useful_comment_density percentile: 58.333333333333336(+0.5833333333333334)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 63.611111111111114(+0.3638888888888889)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 78.33333333333333(+0.2166666666666667)', 'propagation_cost': 'propagation_cost percentile: 79.44444444444444(+0.20555555555555557)', 'core_size': 'core_size percentile: 86.66666666666667(+0.13333333333333328)'}",LOC,180
270,[],TooTallNate/Java-WebSocket,10567,627,Core-Periphery,True,7.9,26.5,19.929000000000002,4.0,20.5,5.93356676445538,2.23,0.87,0.66,0.7,"{'useful_comment_density': 'useful_comment_density percentile: 65.60975609756098(+0.6560975609756098)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 70.2439024390244(+0.29756097560975603)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 60.0(+0.4)', 'propagation_cost': 'propagation_cost percentile: 61.951219512195124(+0.3804878048780488)', 'core_size': 'core_size percentile: 50.73170731707317(+0.4926829268292683)'}",LOC,205
271,"['markdown', 'presentations', 'slideshows', 'git']",gitpitch/gitpitch,5241,338,Core-Periphery,True,17.3,36.5,33.765,7.7,9.1,6.449150925395916,1.16,0.44,0.29,0.43,"{'useful_comment_density': 'useful_comment_density percentile: 28.94736842105263(+0.2894736842105263)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 89.21052631578948(+0.10789473684210521)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 67.36842105263158(+0.3263157894736842)', 'propagation_cost': 'propagation_cost percentile: 83.15789473684211(+0.16842105263157892)', 'core_size': 'core_size percentile: 73.15789473684211(+0.2684210526315789)'}",LOC,190
272,"['sensor', 'device-sensors', 'monitoring-service', 'prototype-android-application']",guardianproject/haven,4232,261,Core-Periphery,True,26.8,41.5,26.948,2.4,10.6,6.1672967863894135,1.61,0.44,0.39,0.78,"{'useful_comment_density': 'useful_comment_density percentile: 38.50267379679144(+0.3850267379679144)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 51.06951871657754(+0.4893048128342246)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 70.58823529411765(+0.2941176470588235)', 'propagation_cost': 'propagation_cost percentile: 69.5187165775401(+0.304812834224599)', 'core_size': 'core_size percentile: 86.09625668449198(+0.13903743315508024)'}",LOC,187
273,[],facebook/facebook-android-sdk,47957,1762,Core-Periphery,True,15.3,16.7,19.565,7.5,13.2,3.6741247367433325,2.21,0.86,0.47,0.88,"{'useful_comment_density': 'useful_comment_density percentile: 46.61654135338346(+0.4661654135338346)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 84.21052631578948(+0.1578947368421052)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 27.81954887218045(+0.7218045112781956)', 'propagation_cost': 'propagation_cost percentile: 57.89473684210526(+0.4210526315789474)', 'core_size': 'core_size percentile: 56.390977443609025(+0.43609022556390975)'}",LOC,133
274,"['youtube-video', 'video', 'newpipe', 'watch', 'translation', 'download-videos', 'android', '1080p']",TeamNewPipe/NewPipe,27399,463,Core-Periphery,True,53.2,53.2,53.148,9.4,9.1,1.6898426949888683,1.32,0.04,0.24,1.04,"{'useful_comment_density': 'useful_comment_density percentile: 24.277456647398843(+0.24277456647398843)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 90.7514450867052(+0.09248554913294797)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 5.202312138728324(+0.9479768786127167)', 'propagation_cost': 'propagation_cost percentile: 98.26589595375722(+0.01734104046242777)', 'core_size': 'core_size percentile: 97.6878612716763(+0.023121387283237028)'}",LOC,173
275,[],ACRA/acra,7311,42,Core-Periphery,True,22.0,26.6,24.136999999999997,0.0,22.9,0.5744768157570783,3.11,0.52,0.72,1.87,"{'useful_comment_density': 'useful_comment_density percentile: 72.31638418079096(+0.7231638418079096)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 9.322033898305085(+0.9067796610169492)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 3.9548022598870056(+0.96045197740113)', 'propagation_cost': 'propagation_cost percentile: 69.49152542372882(+0.30508474576271183)', 'core_size': 'core_size percentile: 78.53107344632768(+0.21468926553672318)'}",LOC,177
276,"['scribejava', 'oauth', 'java', 'oauth2', 'scribejava-httpclient', 'scribe', 'scribe-java']",scribejava/scribejava,11090,1361,Hierarchical,False,2.2,24.5,10.712,0.4,9.3,12.272317403065824,2.77,1.5,0.24,1.03,"{'useful_comment_density': 'useful_comment_density percentile: 23.67149758454106(+0.23671497584541062)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 13.043478260869565(+0.8695652173913043)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 84.05797101449275(+0.1594202898550725)', 'propagation_cost': 'propagation_cost percentile: 33.81642512077295(+0.6618357487922705)', 'core_size': 'core_size percentile: 16.666666666666668(+0.8333333333333333)'}",LOC,207
277,[],pardom-zz/ActiveAndroid,2716,26,Core-Periphery,True,29.8,29.8,42.68899999999999,2.1,12.3,0.9572901325478645,1.84,0.15,0.54,1.15,"{'useful_comment_density': 'useful_comment_density percentile: 53.80434782608695(+0.5380434782608695)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 54.891304347826086(+0.45108695652173914)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 30.434782608695652(+0.6956521739130435)', 'propagation_cost': 'propagation_cost percentile: 95.1086956521739(+0.048913043478260934)', 'core_size': 'core_size percentile: 90.21739130434783(+0.09782608695652172)'}",LOC,184
278,"['react-native', 'image-picker', 'picker']",react-community/react-native-image-picker,1399,0,Core-Periphery,True,20.0,25.0,25.25,5.0,5.6,0.0,1.88,0.62,0.26,1.0,"{'useful_comment_density': 'useful_comment_density percentile: 25.757575757575758(+0.25757575757575757)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 80.3030303030303(+0.19696969696969702)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 19.696969696969695(+0.8030303030303031)', 'propagation_cost': 'propagation_cost percentile: 60.60606060606061(+0.3939393939393939)', 'core_size': 'core_size percentile: 76.89393939393939(+0.23106060606060608)'}",LOC,132
279,"['nlp', 'chinese', 'ansj', 'java']",NLPchina/ansj_seg,11259,1195,Core-Periphery,True,14.9,61.3,21.101999999999997,1.0,15.1,10.613731237232436,2.11,0.65,0.5,0.96,"{'useful_comment_density': 'useful_comment_density percentile: 49.764150943396224(+0.49764150943396224)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 23.349056603773583(+0.7665094339622641)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 80.18867924528301(+0.19811320754716988)', 'propagation_cost': 'propagation_cost percentile: 66.50943396226415(+0.33490566037735847)', 'core_size': 'core_size percentile: 68.39622641509433(+0.3160377358490567)'}",LOC,212
282,"['android', 'performance', 'monitor', 'apm', 'blockcanary', 'anr', 'detection-library']",markzhai/AndroidPerformanceMonitor,1850,0,Core-Periphery,True,35.5,41.9,34.755,0.0,6.4,0.0,2.0,0.23,0.26,1.51,"{'useful_comment_density': 'useful_comment_density percentile: 26.136363636363637(+0.26136363636363635)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 31.25(+0.6875)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 17.329545454545453(+0.8267045454545454)', 'propagation_cost': 'propagation_cost percentile: 84.0909090909091(+0.15909090909090906)', 'core_size': 'core_size percentile: 93.18181818181819(+0.06818181818181814)'}",LOC,176
283,"['log-analysis', 'log-collector', 'log-viewer', 'logging', 'logging-server', 'siem', 'secure-logging', 'security', 'gelf', 'syslog', 'graylog', 'kafka', 'amqp', 'log-management']",Graylog2/graylog2-server,130254,6945,Hierarchical,False,0.5,23.2,1.788,2.5,3.8,5.331889999539362,3.49,1.91,0.01,1.57,"{'useful_comment_density': 'useful_comment_density percentile: 1.1494252873563218(+0.011494252873563218)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 13.218390804597702(+0.867816091954023)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 29.885057471264368(+0.7011494252873564)', 'propagation_cost': 'propagation_cost percentile: 4.597701149425287(+0.9540229885057471)', 'core_size': 'core_size percentile: 4.597701149425287(+0.9540229885057471)'}",LOC,87
284,[],square/moshi,12321,172,Core-Periphery,True,13.3,61.4,21.250999999999998,7.2,10.1,1.3959905851797743,1.96,0.66,0.3,1.0,"{'useful_comment_density': 'useful_comment_density percentile: 30.09259259259259(+0.30092592592592593)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 88.88888888888889(+0.11111111111111115)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 11.574074074074074(+0.8842592592592592)', 'propagation_cost': 'propagation_cost percentile: 68.05555555555556(+0.3194444444444444)', 'core_size': 'core_size percentile: 66.43518518518519(+0.3356481481481481)'}",LOC,216
286,"['closure-compiler', 'javascript', 'optimization', 'typechecking']",google/closure-compiler,340701,19417,Core-Periphery,True,8.0,21.0,26.748,18.9,13.8,5.699132083557137,1.82,0.53,0.47,0.82,"{'useful_comment_density': 'useful_comment_density percentile: 47.5(+0.475)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 100.0(+0.0)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 17.5(+0.825)', 'propagation_cost': 'propagation_cost percentile: 85.0(+0.15)', 'core_size': 'core_size percentile: 62.5(+0.375)'}",LOC,40
287,"['spring-boot', 'spring-cloud', 'microservices', 'docker', 'microservice']",sqshq/PiggyMetrics,2871,142,Hierarchical,False,2.1,28.9,4.177,0.0,3.1,4.946011842563567,3.12,1.91,0.09,1.12,"{'useful_comment_density': 'useful_comment_density percentile: 8.967391304347826(+0.08967391304347826)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 21.195652173913043(+0.7880434782608695)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 66.30434782608695(+0.3369565217391305)', 'propagation_cost': 'propagation_cost percentile: 2.1739130434782608(+0.9782608695652173)', 'core_size': 'core_size percentile: 7.065217391304348(+0.9293478260869565)'}",LOC,184
288,[],processing/processing,80314,5362,Core-Periphery,True,25.3,25.3,31.936,21.5,42.0,6.676295540005478,1.95,0.5,0.93,0.52,"{'useful_comment_density': 'useful_comment_density percentile: 93.06930693069307(+0.9306930693069307)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 99.00990099009901(+0.009900990099009875)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 48.51485148514851(+0.5148514851485149)', 'propagation_cost': 'propagation_cost percentile: 80.1980198019802(+0.19801980198019806)', 'core_size': 'core_size percentile: 70.29702970297029(+0.29702970297029707)'}",LOC,101
289,[],go-lang-plugin-org/go-lang-idea-plugin,45465,1270,Core-Periphery,True,34.5,39.9,34.974000000000004,1.4,3.9,2.793357527768613,1.99,0.26,0.04,1.69,"{'useful_comment_density': 'useful_comment_density percentile: 3.9735099337748343(+0.039735099337748346)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 12.913907284768213(+0.8708609271523179)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 17.880794701986755(+0.8211920529801324)', 'propagation_cost': 'propagation_cost percentile: 85.43046357615894(+0.14569536423841056)', 'core_size': 'core_size percentile: 88.74172185430463(+0.11258278145695372)'}",LOC,151
290,"['android', 'ios', 'plugin', 'cross-platform', 'hotfix']",wequick/Small,5137,82,Core-Periphery,True,17.6,51.8,8.429,3.5,15.5,1.5962624099669067,2.71,1.14,0.51,1.06,"{'useful_comment_density': 'useful_comment_density percentile: 50.810810810810814(+0.5081081081081081)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 68.10810810810811(+0.3189189189189189)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 25.945945945945947(+0.7405405405405405)', 'propagation_cost': 'propagation_cost percentile: 12.432432432432432(+0.8756756756756756)', 'core_size': 'core_size percentile: 74.05405405405405(+0.25945945945945953)'}",LOC,185
291,"['ci', 'cd', 'gocd', 'ci-cd', 'continuous-integration', 'continuous-delivery-server', 'continuous-delivery', 'infrastructure-as-code', 'continuous-deployment', 'continuous-testing']",gocd/gocd,277086,14222,Borderline Core-Periphery,True,4.1,20.0,8.395,5.9,1.6,5.132702482261825,2.57,1.14,0.0,1.43,"{'useful_comment_density': 'useful_comment_density percentile: 0.0(+0.0)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 48.648648648648646(+0.5135135135135136)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 8.108108108108109(+0.9189189189189189)', 'propagation_cost': 'propagation_cost percentile: 45.945945945945944(+0.5405405405405406)', 'core_size': 'core_size percentile: 40.54054054054054(+0.5945945945945946)'}",LOC,37
296,[],mcxiaoke/android-volley,4349,0,Core-Periphery,True,8.8,23.8,14.890999999999998,1.2,26.9,0.0,3.61,1.2,0.79,1.62,"{'useful_comment_density': 'useful_comment_density percentile: 79.03225806451613(+0.7903225806451613)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 33.333333333333336(+0.6666666666666665)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 4.838709677419355(+0.9516129032258064)', 'propagation_cost': 'propagation_cost percentile: 31.72043010752688(+0.6827956989247312)', 'core_size': 'core_size percentile: 48.38709677419355(+0.5161290322580645)'}",LOC,186
297,[],JakeWharton/NineOldAndroids,5109,1088,Core-Periphery,True,8.5,19.1,23.404,4.3,43.1,21.295752593462517,2.12,0.9,0.94,0.28,"{'useful_comment_density': 'useful_comment_density percentile: 94.05405405405405(+0.9405405405405405)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 75.67567567567568(+0.24324324324324323)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 96.21621621621621(+0.037837837837837895)', 'propagation_cost': 'propagation_cost percentile: 60.54054054054054(+0.3945945945945946)', 'core_size': 'core_size percentile: 49.189189189189186(+0.5081081081081081)'}",LOC,185
298,[],java-native-access/jna,69297,3160,Multi-Core,False,4.1,23.9,12.681,6.0,79.9,4.560081966030276,3.45,1.38,1.0,1.07,"{'useful_comment_density': 'useful_comment_density percentile: 100.0(+1.0)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 62.5(+0.375)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 30.833333333333332(+0.6916666666666668)', 'propagation_cost': 'propagation_cost percentile: 36.666666666666664(+0.6333333333333333)', 'core_size': 'core_size percentile: 25.0(+0.75)'}",LOC,120
300,[],knightliao/disconf,13821,188,Hierarchical,False,0.7,25.2,2.6260000000000003,0.7,27.2,1.360248896606613,4.48,1.9,0.83,1.75,"{'useful_comment_density': 'useful_comment_density percentile: 82.72727272727273(+0.8272727272727274)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 15.681818181818182(+0.8431818181818181)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 9.545454545454545(+0.9045454545454545)', 'propagation_cost': 'propagation_cost percentile: 6.363636363636363(+0.9363636363636364)', 'core_size': 'core_size percentile: 3.1818181818181817(+0.9681818181818181)'}",LOC,220
302,"['navigation', 'bar', 'devlight', 'android', 'ui', 'library', 'tab', 'badge']",Devlight/NavigationTabBar,2175,259,Core-Periphery,True,18.2,63.6,24.793000000000003,9.1,9.7,11.908045977011493,1.17,0.62,0.36,0.19,"{'useful_comment_density': 'useful_comment_density percentile: 36.36363636363637(+0.36363636363636365)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 90.05681818181819(+0.09943181818181814)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 90.9090909090909(+0.09090909090909094)', 'propagation_cost': 'propagation_cost percentile: 61.93181818181818(+0.3806818181818182)', 'core_size': 'core_size percentile: 76.42045454545455(+0.23579545454545453)'}",LOC,176
303,[],dm77/barcodescanner,2419,767,Multi-Core,False,5.4,24.3,15.632,0.0,5.4,31.70731707317073,2.44,1.48,0.19,0.77,"{'useful_comment_density': 'useful_comment_density percentile: 19.12568306010929(+0.1912568306010929)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 24.043715846994534(+0.7595628415300547)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 98.90710382513662(+0.010928961748633838)', 'propagation_cost': 'propagation_cost percentile: 23.497267759562842(+0.7650273224043715)', 'core_size': 'core_size percentile: 28.415300546448087(+0.715846994535519)'}",LOC,183
304,"['distributed', 'scheduled-jobs', 'cron', 'job', 'job-management', 'sharding', 'quartz', 'zookeeper', 'registry']",elasticjob/elastic-job-lite,13714,290,Hierarchical,False,1.0,24.6,5.289,0.3,10.6,2.114627388070585,3.82,1.81,0.32,1.69,"{'useful_comment_density': 'useful_comment_density percentile: 31.67420814479638(+0.3167420814479638)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 9.276018099547512(+0.9072398190045249)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 22.171945701357465(+0.7782805429864255)', 'propagation_cost': 'propagation_cost percentile: 13.574660633484163(+0.8642533936651584)', 'core_size': 'core_size percentile: 5.656108597285068(+0.9434389140271493)'}",LOC,221
306,"['java', 'bpm', 'spring', 'cloud', 'microservices', 'business-process']",Activiti/Activiti,129208,10077,Core-Periphery,True,30.5,30.5,31.055,3.7,10.8,7.799052690235898,1.8,0.38,0.24,1.18,"{'useful_comment_density': 'useful_comment_density percentile: 24.444444444444443(+0.24444444444444444)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 35.55555555555556(+0.6444444444444444)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 46.666666666666664(+0.5333333333333333)', 'propagation_cost': 'propagation_cost percentile: 80.0(+0.2)', 'core_size': 'core_size percentile: 82.22222222222223(+0.1777777777777777)'}",LOC,90
307,[],AndroidBootstrap/android-bootstrap,3377,0,Core-Periphery,True,20.2,20.2,26.171,0.0,27.0,0.0,3.03,0.48,0.81,1.74,"{'useful_comment_density': 'useful_comment_density percentile: 81.15183246073299(+0.8115183246073299)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 17.277486910994764(+0.8272251308900523)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 8.37696335078534(+0.9162303664921465)', 'propagation_cost': 'propagation_cost percentile: 69.63350785340315(+0.3036649214659686)', 'core_size': 'core_size percentile: 82.72251308900523(+0.17277486910994766)'}",LOC,191
308,[],square/android-times-square,1917,0,Core-Periphery,True,17.6,17.6,34.256,11.8,13.0,0.0,1.87,0.42,0.58,0.87,"{'useful_comment_density': 'useful_comment_density percentile: 57.95454545454545(+0.5795454545454546)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 96.5909090909091(+0.03409090909090907)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 16.477272727272727(+0.8352272727272728)', 'propagation_cost': 'propagation_cost percentile: 83.52272727272727(+0.16477272727272735)', 'core_size': 'core_size percentile: 74.43181818181819(+0.2556818181818181)'}",LOC,176
