,topics,project_name,useful_lines_of_code_(uloc),duplicate_uloc,architecture_type,core,core_size,central_size,propagation_cost,percent_files_overly_complex,useful_comment_density,percent_duplicate_uloc,overall_score,architecture_score,clarity_score,complexity_score,explanation,benchmark_selection,benchmark_count
0,"['monitoring', 'iot', 'metrics', 'notifications', 'docker', 'statsd', 'kubernetes', 'cncf', 'prometheus', 'containers', 'netdata', 'analytics', 'devops', 'time-series', 'observability', 'alerting', 'graphing', 'influxdb', 'grafana', 'graphite']",netdata/netdata,45977,2573,Core-Periphery,True,72.5,72.5,72.03,10.0,13.4,5.5962763990691,1.57,0.1,0.35,1.12,"{'useful_comment_density': 'useful_comment_density percentile: 34.82142857142857(+0.3482142857142857)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 53.57142857142857(+0.4642857142857143)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 34.82142857142857(+0.6517857142857143)', 'propagation_cost': 'propagation_cost percentile: 95.53571428571429(+0.04464285714285708)', 'core_size': 'core_size percentile: 94.64285714285714(+0.05357142857142861)'}",LOC,112
1,[],antirez/redis,92716,3599,Core-Periphery,True,16.3,42.8,14.634,12.8,28.1,3.8817464083869018,3.09,1.36,0.57,1.16,"{'useful_comment_density': 'useful_comment_density percentile: 56.666666666666664(+0.5666666666666667)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 70.0(+0.3)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 14.444444444444445(+0.8555555555555556)', 'propagation_cost': 'propagation_cost percentile: 33.333333333333336(+0.6666666666666665)', 'core_size': 'core_size percentile: 31.11111111111111(+0.6888888888888889)'}",LOC,90
2,"['c', 'shell']",git/git,168210,1256,Core-Periphery,True,52.6,52.6,52.368,22.1,16.0,0.7466856905059153,1.49,0.2,0.18,1.11,"{'useful_comment_density': 'useful_comment_density percentile: 18.181818181818183(+0.18181818181818182)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 89.39393939393939(+0.10606060606060609)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 0.0(+1.0)', 'propagation_cost': 'propagation_cost percentile: 90.9090909090909(+0.09090909090909094)', 'core_size': 'core_size percentile: 89.39393939393939(+0.10606060606060609)'}",LOC,66
3,"['ijkplayer', 'android', 'ios', 'video', 'player', 'ffmpeg']",bilibili/ijkplayer,18219,1320,Core-Periphery,True,15.7,24.6,21.784000000000002,4.0,7.3,7.245183599538943,2.32,1.21,0.1,1.01,"{'useful_comment_density': 'useful_comment_density percentile: 10.317460317460318(+0.10317460317460318)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 38.095238095238095(+0.6190476190476191)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 61.111111111111114(+0.38888888888888884)', 'propagation_cost': 'propagation_cost percentile: 40.476190476190474(+0.5952380952380952)', 'core_size': 'core_size percentile: 38.095238095238095(+0.6190476190476191)'}",LOC,126
4,[],php/php-src,478527,112581,Core-Periphery,True,25.2,37.4,22.643,12.1,10.9,23.5265721683416,1.66,0.91,0.22,0.53,"{'useful_comment_density': 'useful_comment_density percentile: 21.875(+0.21875)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 56.25(+0.4375)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 90.625(+0.09375)', 'propagation_cost': 'propagation_cost percentile: 56.25(+0.4375)', 'core_size': 'core_size percentile: 53.125(+0.46875)'}",LOC,32
5,[],wg/wrk,3282,0,Core-Periphery,True,7.4,25.9,22.497,7.4,14.6,0.0,2.81,1.34,0.38,1.09,"{'useful_comment_density': 'useful_comment_density percentile: 38.372093023255815(+0.38372093023255816)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 81.3953488372093(+0.18604651162790703)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 9.30232558139535(+0.9069767441860465)', 'propagation_cost': 'propagation_cost percentile: 31.3953488372093(+0.686046511627907)', 'core_size': 'core_size percentile: 34.883720930232556(+0.6511627906976745)'}",LOC,86
6,[],SamyPesse/How-to-Make-a-Computer-Operating-System,12984,848,Core-Periphery,True,8.3,28.0,11.852,0.8,22.5,6.531115218730746,3.4,1.53,0.56,1.31,"{'useful_comment_density': 'useful_comment_density percentile: 55.55555555555556(+0.5555555555555556)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 7.6923076923076925(+0.923076923076923)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 61.53846153846154(+0.3846153846153846)', 'propagation_cost': 'propagation_cost percentile: 17.94871794871795(+0.8205128205128205)', 'core_size': 'core_size percentile: 29.05982905982906(+0.7094017094017094)'}",LOC,117
7,"['command-line-tool', 'c', 'silver-searcher', 'pcre', 'ag', 'search-in-text']",ggreer/the_silver_searcher,2417,48,Core-Periphery,True,8.7,21.7,26.843000000000004,4.3,12.6,1.985932974762102,2.2,1.12,0.3,0.78,"{'useful_comment_density': 'useful_comment_density percentile: 30.136986301369863(+0.3013698630136986)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 71.23287671232876(+0.28767123287671237)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 50.68493150684932(+0.4931506849315068)', 'propagation_cost': 'propagation_cost percentile: 42.465753424657535(+0.5753424657534246)', 'core_size': 'core_size percentile: 45.89041095890411(+0.5410958904109588)'}",LOC,73
8,[],emscripten-core/emscripten,625552,98984,Core-Periphery,True,7.6,34.8,7.322,5.6,27.8,15.823464715962862,3.54,1.66,0.72,1.16,"{'useful_comment_density': 'useful_comment_density percentile: 71.875(+0.71875)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 28.125(+0.71875)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 56.25(+0.4375)', 'propagation_cost': 'propagation_cost percentile: 15.625(+0.84375)', 'core_size': 'core_size percentile: 18.75(+0.8125)'}",LOC,32
10,"['ffmpeg', 'video', 'audio', 'c', 'mpeg', 'webm', 'mp4', 'matroska', 'hls', 'rtsp', 'rtmp', 'hevc', 'fft', 'multimedia', 'streaming']",FFmpeg/FFmpeg,810099,67781,Core-Periphery,True,7.6,30.0,8.691,10.4,9.4,8.367002057773187,3.12,1.6,0.16,1.36,"{'useful_comment_density': 'useful_comment_density percentile: 16.0(+0.16)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 48.0(+0.52)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 16.0(+0.84)', 'propagation_cost': 'propagation_cost percentile: 24.0(+0.76)', 'core_size': 'core_size percentile: 16.0(+0.84)'}",NEAREST,25
11,[],stedolan/jq,10978,606,Core-Periphery,True,81.6,81.6,82.964,21.1,18.5,5.520131171433777,0.96,0.04,0.42,0.5,"{'useful_comment_density': 'useful_comment_density percentile: 41.964285714285715(+0.41964285714285715)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 96.42857142857143(+0.03571428571428569)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 53.57142857142857(+0.4642857142857143)', 'propagation_cost': 'propagation_cost percentile: 98.21428571428571(+0.01785714285714292)', 'core_size': 'core_size percentile: 97.32142857142857(+0.026785714285714305)'}",LOC,112
12,[],tmux/tmux,34465,1006,Core-Periphery,True,87.7,87.7,87.056,13.5,8.5,2.918903235166111,1.23,0.01,0.13,1.09,"{'useful_comment_density': 'useful_comment_density percentile: 13.432835820895523(+0.13432835820895522)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 76.11940298507463(+0.2388059701492537)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 14.925373134328359(+0.8507462686567164)', 'propagation_cost': 'propagation_cost percentile: 100.0(+0.0)', 'core_size': 'core_size percentile: 99.25373134328358(+0.0074626865671642405)'}",LOC,134
13,"['c', 'c-plus-plus', 'live-streaming', 'video-recording', 'screen-capture', 'game-capture', 'directshow', 'ffmpeg', 'twitch-tv', 'facebook-live', 'youtube-live']",obsproject/obs-studio,173363,10708,Multi-Core,False,4.6,23.7,7.191,8.9,12.7,6.176635152829612,3.29,1.73,0.09,1.47,"{'useful_comment_density': 'useful_comment_density percentile: 9.375(+0.09375)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 37.5(+0.625)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 15.625(+0.84375)', 'propagation_cost': 'propagation_cost percentile: 15.625(+0.84375)', 'core_size': 'core_size percentile: 10.9375(+0.890625)'}",LOC,64
14,"['http', 'https', 'ftp', 'user-agent', 'client', 'library', 'curl', 'libcurl', 'c', 'transfer-data', 'ldap']",curl/curl,56644,8612,Core-Periphery,True,30.7,63.6,31.211,3.9,38.5,15.203728550243628,2.63,0.65,0.83,1.15,"{'useful_comment_density': 'useful_comment_density percentile: 83.49514563106796(+0.8349514563106796)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 15.533980582524272(+0.8446601941747574)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 69.90291262135922(+0.3009708737864078)', 'propagation_cost': 'propagation_cost percentile: 65.04854368932038(+0.3495145631067962)', 'core_size': 'core_size percentile: 69.90291262135922(+0.3009708737864078)'}",LOC,103
17,[],libuv/libuv,42546,3002,Multi-Core,False,5.5,52.6,10.36,6.4,11.2,7.0558924458233445,3.19,1.73,0.28,1.18,"{'useful_comment_density': 'useful_comment_density percentile: 28.31858407079646(+0.2831858407079646)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 32.743362831858406(+0.672566371681416)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 49.557522123893804(+0.504424778761062)', 'propagation_cost': 'propagation_cost percentile: 13.274336283185841(+0.8672566371681415)', 'core_size': 'core_size percentile: 13.274336283185841(+0.8672566371681415)'}",LOC,113
18,"['android', 'c', 'sdl2', 'libav', 'ffmpeg', 'screen', 'mirroring', 'recording']",Genymobile/scrcpy,3543,20,Hierarchical,False,3.8,28.3,13.03,1.9,31.4,0.5644933672029353,3.86,1.66,0.84,1.36,"{'useful_comment_density': 'useful_comment_density percentile: 83.51648351648352(+0.8351648351648352)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 45.05494505494506(+0.5494505494505494)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 18.681318681318682(+0.8131868131868132)', 'propagation_cost': 'propagation_cost percentile: 17.582417582417584(+0.8241758241758242)', 'core_size': 'core_size percentile: 16.483516483516482(+0.8351648351648352)'}",LOC,91
19,"['numpy', 'python']",numpy/numpy,127176,42077,Core-Periphery,True,57.3,57.3,45.013999999999996,15.6,48.7,33.085645090268606,1.38,0.19,0.84,0.35,"{'useful_comment_density': 'useful_comment_density percentile: 83.95061728395062(+0.8395061728395062)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 75.30864197530865(+0.24691358024691354)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 90.12345679012346(+0.09876543209876544)', 'propagation_cost': 'propagation_cost percentile: 88.88888888888889(+0.11111111111111115)', 'core_size': 'core_size percentile: 92.5925925925926(+0.07407407407407404)'}",LOC,81
20,"['radare2', 'c', 'commandline', 'unix', 'reverse-engineering', 'forensics', 'analysis', 'security']",radare/radare2,450560,52556,Core-Periphery,True,29.8,40.1,27.668000000000003,10.6,16.5,11.664595170454547,2.0,0.63,0.31,1.06,"{'useful_comment_density': 'useful_comment_density percentile: 31.428571428571427(+0.3142857142857143)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 48.57142857142857(+0.5142857142857143)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 45.714285714285715(+0.5428571428571428)', 'propagation_cost': 'propagation_cost percentile: 68.57142857142857(+0.3142857142857143)', 'core_size': 'core_size percentile: 68.57142857142857(+0.3142857142857143)'}",LOC,35
21,"['cryptography', 'openssl', 'encryption', 'tls', 'ssl', 'decryption']",openssl/openssl,274207,18528,Core-Periphery,True,61.8,61.8,62.068999999999996,12.4,12.8,6.756939100752351,1.37,0.0,0.16,1.21,"{'useful_comment_density': 'useful_comment_density percentile: 16.27906976744186(+0.16279069767441862)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 55.81395348837209(+0.4418604651162791)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 23.25581395348837(+0.7674418604651163)', 'propagation_cost': 'propagation_cost percentile: 100.0(+0.0)', 'core_size': 'core_size percentile: 100.0(+0.0)'}",LOC,43
22,[],commaai/openpilot,83959,14314,Core-Periphery,True,7.3,31.1,5.586,2.0,54.6,17.048797627413382,3.83,1.76,0.85,1.22,"{'useful_comment_density': 'useful_comment_density percentile: 85.22727272727273(+0.8522727272727273)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 9.090909090909092(+0.9090909090909091)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 69.31818181818181(+0.3068181818181819)', 'propagation_cost': 'propagation_cost percentile: 6.818181818181818(+0.9318181818181819)', 'core_size': 'core_size percentile: 17.045454545454547(+0.8295454545454546)'}",LOC,88
23,[],robertdavidgraham/masscan,24596,2061,Core-Periphery,True,38.3,13.3,38.299,3.3,29.2,8.37941128638803,2.37,0.51,0.73,1.13,"{'useful_comment_density': 'useful_comment_density percentile: 72.95081967213115(+0.7295081967213115)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 22.950819672131146(+0.7704918032786885)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 63.9344262295082(+0.36065573770491804)', 'propagation_cost': 'propagation_cost percentile: 74.59016393442623(+0.2540983606557377)', 'core_size': 'core_size percentile: 74.59016393442623(+0.2540983606557377)'}",LOC,122
24,[],facebook/zstd,58444,13067,Core-Periphery,True,24.7,32.3,24.921999999999997,12.3,33.3,22.358154814865514,2.19,0.88,0.79,0.52,"{'useful_comment_density': 'useful_comment_density percentile: 78.64077669902913(+0.7864077669902914)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 64.07766990291262(+0.35922330097087385)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 83.49514563106796(+0.16504854368932043)', 'propagation_cost': 'propagation_cost percentile: 55.33980582524272(+0.4466019417475728)', 'core_size': 'core_size percentile: 56.310679611650485(+0.4368932038834952)'}",LOC,103
25,"['mpv', 'mplayer', 'c', 'ffmpeg', 'libav', 'audio', 'video', 'multimedia']",mpv-player/mpv,96178,621,Core-Periphery,True,58.6,58.6,58.42,17.6,15.0,0.6456778057351993,1.49,0.16,0.23,1.1,"{'useful_comment_density': 'useful_comment_density percentile: 22.727272727272727(+0.22727272727272727)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 89.77272727272727(+0.10227272727272733)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 0.0(+1.0)', 'propagation_cost': 'propagation_cost percentile: 92.04545454545455(+0.07954545454545453)', 'core_size': 'core_size percentile: 92.04545454545455(+0.07954545454545453)'}",LOC,88
27,[],esp8266/Arduino,53837,10779,Core-Periphery,True,37.3,45.4,36.218,5.8,59.3,20.021546520051267,2.27,0.4,0.93,0.94,"{'useful_comment_density': 'useful_comment_density percentile: 92.85714285714286(+0.9285714285714286)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 27.551020408163264(+0.7244897959183674)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 78.57142857142857(+0.2142857142857143)', 'propagation_cost': 'propagation_cost percentile: 77.55102040816327(+0.22448979591836732)', 'core_size': 'core_size percentile: 82.65306122448979(+0.1734693877551021)'}",LOC,98
28,[],twitter/twemproxy,9740,508,Core-Periphery,True,28.3,32.1,45.924,15.1,16.4,5.215605749486653,1.62,0.61,0.39,0.62,"{'useful_comment_density': 'useful_comment_density percentile: 39.473684210526315(+0.39473684210526316)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 90.35087719298245(+0.09649122807017547)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 47.36842105263158(+0.5263157894736842)', 'propagation_cost': 'propagation_cost percentile: 76.3157894736842(+0.23684210526315794)', 'core_size': 'core_size percentile: 62.280701754385966(+0.37719298245614036)'}",LOC,114
29,[],memcached/memcached,11747,156,Core-Periphery,True,41.2,41.2,42.676,9.8,18.8,1.327998637950115,2.04,0.46,0.43,1.15,"{'useful_comment_density': 'useful_comment_density percentile: 42.857142857142854(+0.42857142857142855)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 71.42857142857143(+0.2857142857142857)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 13.392857142857142(+0.8660714285714286)', 'propagation_cost': 'propagation_cost percentile: 74.10714285714286(+0.2589285714285714)', 'core_size': 'core_size percentile: 80.35714285714286(+0.1964285714285714)'}",LOC,112
30,"['tox', 'str8c']",irungentoo/toxcore,22146,1222,Core-Periphery,True,15.3,25.8,21.891,11.3,29.6,5.517926487853337,2.83,1.31,0.73,0.79,"{'useful_comment_density': 'useful_comment_density percentile: 72.58064516129032(+0.7258064516129032)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 73.38709677419355(+0.2661290322580645)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 47.58064516129032(+0.5241935483870968)', 'propagation_cost': 'propagation_cost percentile: 38.70967741935484(+0.6129032258064516)', 'core_size': 'core_size percentile: 29.838709677419356(+0.7016129032258064)'}",LOC,124
31,"['goaccess', 'c', 'real-time', 'data-analysis', 'analytics', 'nginx', 'apache', 'webserver', 'web-analytics', 'monitoring', 'dashboard', 'command-line', 'gdpr', 'privacy', 'cli', 'tui']",allinurl/goaccess,14569,602,Core-Periphery,True,40.6,43.8,43.726000000000006,21.9,27.9,4.13206122589059,1.74,0.41,0.67,0.66,"{'useful_comment_density': 'useful_comment_density percentile: 66.95652173913044(+0.6695652173913044)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 94.78260869565217(+0.05217391304347828)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 39.130434782608695(+0.6086956521739131)', 'propagation_cost': 'propagation_cost percentile: 80.0(+0.2)', 'core_size': 'core_size percentile: 79.1304347826087(+0.20869565217391298)'}",LOC,115
32,[],andlabs/libui,25255,2246,Core-Periphery,True,37.7,11.7,38.275,4.5,15.9,8.893288457731142,2.01,0.55,0.41,1.05,"{'useful_comment_density': 'useful_comment_density percentile: 40.725806451612904(+0.40725806451612906)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 28.225806451612904(+0.717741935483871)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 66.93548387096774(+0.33064516129032256)', 'propagation_cost': 'propagation_cost percentile: 72.58064516129032(+0.2741935483870968)', 'core_size': 'core_size percentile: 72.58064516129032(+0.2741935483870968)'}",LOC,124
33,[],h2o/h2o,126098,4507,Core-Periphery,True,11.9,21.6,17.035999999999998,10.8,15.3,3.5742041903916,2.92,1.35,0.2,1.37,"{'useful_comment_density': 'useful_comment_density percentile: 20.481927710843372(+0.20481927710843373)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 55.42168674698795(+0.4457831325301205)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 7.228915662650603(+0.927710843373494)', 'propagation_cost': 'propagation_cost percentile: 38.55421686746988(+0.6144578313253012)', 'core_size': 'core_size percentile: 26.50602409638554(+0.7349397590361445)'}",LOC,83
36,"['tengine', 'nginx']",alibaba/tengine,140774,24598,Core-Periphery,True,20.5,25.0,28.16,13.6,8.0,17.47339707616463,1.61,0.95,0.05,0.61,"{'useful_comment_density': 'useful_comment_density percentile: 5.333333333333333(+0.05333333333333333)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 72.0(+0.28)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 66.66666666666667(+0.33333333333333326)', 'propagation_cost': 'propagation_cost percentile: 62.666666666666664(+0.37333333333333335)', 'core_size': 'core_size percentile: 42.666666666666664(+0.5733333333333334)'}",LOC,75
37,[],nginx/nginx,94505,15106,Core-Periphery,True,28.9,21.6,31.338,14.9,5.7,15.984339452938997,1.33,0.74,0.01,0.58,"{'useful_comment_density': 'useful_comment_density percentile: 1.1363636363636365(+0.011363636363636364)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 77.27272727272727(+0.22727272727272735)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 64.77272727272727(+0.35227272727272735)', 'propagation_cost': 'propagation_cost percentile: 62.5(+0.375)', 'core_size': 'core_size percentile: 63.63636363636363(+0.36363636363636365)'}",LOC,88
38,[],octalmage/robotjs,2238,0,Multi-Core,False,5.8,23.1,12.277999999999999,0.0,49.3,0.0,4.02,1.51,0.97,1.54,"{'useful_comment_density': 'useful_comment_density percentile: 97.14285714285714(+0.9714285714285714)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 31.428571428571427(+0.6857142857142857)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 15.0(+0.85)', 'propagation_cost': 'propagation_cost percentile: 12.857142857142858(+0.8714285714285714)', 'core_size': 'core_size percentile: 35.714285714285715(+0.6428571428571428)'}",LOC,70
39,[],arut/nginx-rtmp-module,17567,542,Core-Periphery,True,27.5,13.7,34.256,21.6,6.8,3.0853304491375875,1.56,0.71,0.08,0.77,"{'useful_comment_density': 'useful_comment_density percentile: 8.461538461538462(+0.08461538461538462)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 94.61538461538461(+0.05384615384615387)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 28.46153846153846(+0.7153846153846155)', 'propagation_cost': 'propagation_cost percentile: 67.6923076923077(+0.32307692307692304)', 'core_size': 'core_size percentile: 61.53846153846154(+0.3846153846153846)'}",LOC,130
40,[],cloudwu/skynet,26826,136,Core-Periphery,True,46.2,46.2,48.338,15.2,24.5,0.5069708491761723,2.08,0.33,0.61,1.14,"{'useful_comment_density': 'useful_comment_density percentile: 60.8(+0.608)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 84.8(+0.15200000000000002)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 0.8(+0.992)', 'propagation_cost': 'propagation_cost percentile: 84.0(+0.16)', 'core_size': 'core_size percentile: 83.2(+0.16799999999999998)'}",LOC,125
41,"['git', 'c', 'ncurses', 'tui']",jonas/tig,28036,1598,Core-Periphery,True,51.7,51.7,52.986000000000004,16.9,5.3,5.699814524183193,0.91,0.25,0.05,0.61,"{'useful_comment_density': 'useful_comment_density percentile: 4.918032786885246(+0.04918032786885246)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 91.80327868852459(+0.08196721311475415)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 46.721311475409834(+0.5327868852459017)', 'propagation_cost': 'propagation_cost percentile: 87.70491803278688(+0.12295081967213121)', 'core_size': 'core_size percentile: 86.88524590163935(+0.13114754098360648)'}",LOC,122
42,[],antirez/disque,32831,1116,Core-Periphery,True,11.3,52.8,4.47,5.2,25.3,3.3992263409582404,3.83,1.67,0.64,1.52,"{'useful_comment_density': 'useful_comment_density percentile: 64.39393939393939(+0.6439393939393939)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 28.03030303030303(+0.7196969696969697)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 20.454545454545453(+0.7954545454545454)', 'propagation_cost': 'propagation_cost percentile: 4.545454545454546(+0.9545454545454546)', 'core_size': 'core_size percentile: 28.03030303030303(+0.7196969696969697)'}",LOC,132
43,"['php', 'redis', 'redis-cluster', 'c', 'cluster']",phpredis/phpredis,11454,272,Core-Periphery,True,83.3,83.3,79.938,11.1,22.2,2.3747162563296667,1.62,0.02,0.55,1.05,"{'useful_comment_density': 'useful_comment_density percentile: 54.54545454545455(+0.5454545454545454)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 75.45454545454545(+0.24545454545454548)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 20.0(+0.8)', 'propagation_cost': 'propagation_cost percentile: 98.18181818181819(+0.01818181818181813)', 'core_size': 'core_size percentile: 100.0(+0.0)'}",LOC,110
45,"['usb', 'c', 'iso', 'bootable-drives', 'mbr', 'assembly', 'uefi', 'bios', 'boot', 'windows', 'syslinux', 'freedos', 'grub', 'grub4dos', 'sha1', 'sha256', 'md5', 'gpt', 'windows-to-go']",pbatard/rufus,31759,1442,Core-Periphery,True,35.0,9.2,34.203,6.9,31.7,4.540445228124311,2.56,0.53,0.82,1.21,"{'useful_comment_density': 'useful_comment_density percentile: 82.03125(+0.8203125)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 44.140625(+0.55859375)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 34.375(+0.65625)', 'propagation_cost': 'propagation_cost percentile: 71.875(+0.28125)', 'core_size': 'core_size percentile: 75.0(+0.25)'}",LOC,128
47,[],openresty/lua-nginx-module,24393,6817,Core-Periphery,True,86.1,86.1,81.423,5.7,17.5,27.946542040749396,1.12,0.04,0.41,0.67,"{'useful_comment_density': 'useful_comment_density percentile: 40.98360655737705(+0.4098360655737705)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 39.34426229508197(+0.6065573770491803)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 93.44262295081967(+0.06557377049180331)', 'propagation_cost': 'propagation_cost percentile: 97.54098360655738(+0.024590163934426243)', 'core_size': 'core_size percentile: 98.36065573770492(+0.016393442622950827)'}",LOC,122
48,"['c', 'opengl', 'glsl', 'sqlite', 'minecraft', 'game', 'multiplayer']",fogleman/Craft,85405,18977,Core-Periphery,True,8.2,14.8,9.157,9.0,56.3,22.220010538024706,3.2,1.62,0.87,0.71,"{'useful_comment_density': 'useful_comment_density percentile: 87.35632183908046(+0.8735632183908046)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 47.12643678160919(+0.5287356321839081)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 81.60919540229885(+0.1839080459770115)', 'propagation_cost': 'propagation_cost percentile: 16.091954022988507(+0.8390804597701149)', 'core_size': 'core_size percentile: 21.839080459770116(+0.7816091954022988)'}",LOC,87
50,[],squeaky-pl/japronto,2006,108,Core-Periphery,True,12.0,28.0,23.2,4.0,16.5,5.383848454636091,2.05,1.14,0.41,0.5,"{'useful_comment_density': 'useful_comment_density percentile: 41.37931034482759(+0.41379310344827586)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 74.13793103448276(+0.2586206896551724)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 75.86206896551724(+0.24137931034482762)', 'propagation_cost': 'propagation_cost percentile: 27.586206896551722(+0.7241379310344829)', 'core_size': 'core_size percentile: 58.62068965517241(+0.41379310344827586)'}",LOC,58
51,[],google/brotli,28006,660,Core-Periphery,True,38.4,39.4,35.466,6.1,10.7,2.356637863315004,2.24,0.5,0.24,1.5,"{'useful_comment_density': 'useful_comment_density percentile: 23.577235772357724(+0.23577235772357724)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 37.39837398373984(+0.6260162601626016)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 12.195121951219512(+0.878048780487805)', 'propagation_cost': 'propagation_cost percentile: 72.35772357723577(+0.2764227642276423)', 'core_size': 'core_size percentile: 78.04878048780488(+0.21951219512195125)'}",LOC,123
